id,age,job,marital,education,credit_default,housing,loan
20309,30,management,married,university_degree,no,yes,no
20310,31,technician,divorced,professional_course,no,no,no
20311,30,technician,single,high_school,unknown,no,no
20312,32,technician,married,university_degree,no,yes,no
20313,30,blue-collar,married,basic_9y,no,yes,no
20314,33,housemaid,married,high_school,no,yes,no
20315,31,management,married,university_degree,no,no,no
20316,33,admin,single,university_degree,no,unknown,unknown
20317,32,admin,married,university_degree,no,no,no
20318,57,housemaid,married,basic_9y,unknown,yes,no
20319,40,self-employed,single,university_degree,no,no,no
20320,32,admin,divorced,university_degree,no,yes,no
20321,36,admin,single,university_degree,unknown,yes,no
20322,35,technician,single,university_degree,no,yes,no
20323,48,admin,married,high_school,no,yes,no
20324,55,blue-collar,married,basic_6y,no,yes,yes
20325,38,admin,single,university_degree,no,yes,yes
20326,58,retired,married,professional_course,unknown,no,yes
20327,54,blue-collar,married,basic_4y,no,unknown,unknown
20328,54,self-employed,married,basic_9y,no,no,no
20329,50,management,married,university_degree,no,yes,yes
20330,33,admin,single,university_degree,no,yes,no
20331,29,technician,single,professional_course,no,no,no
20332,48,technician,married,university_degree,no,yes,yes
20333,38,technician,married,professional_course,no,yes,no
20334,40,management,married,high_school,unknown,yes,no
20335,54,blue-collar,married,professional_course,unknown,yes,yes
20336,56,blue-collar,married,basic_9y,no,yes,no
20337,38,admin,married,university_degree,no,no,no
20338,43,admin,married,university_degree,unknown,no,no
20339,58,retired,married,basic_4y,no,no,no
20340,34,admin,single,university_degree,no,no,no
20341,37,technician,married,high_school,unknown,no,no
20342,31,admin,married,university_degree,no,yes,no
20343,53,admin,divorced,university_degree,no,no,no
20344,51,housemaid,married,basic_4y,unknown,no,no
20345,31,admin,married,university_degree,no,no,no
20346,44,admin,married,high_school,no,no,yes
20347,32,admin,married,university_degree,no,yes,yes
20348,41,self-employed,married,university_degree,no,yes,no
20349,50,blue-collar,married,professional_course,unknown,no,no
20350,32,admin,married,university_degree,no,yes,no
20351,52,management,married,university_degree,no,yes,no
20352,58,retired,married,university_degree,no,no,yes
20353,35,technician,married,university_degree,no,yes,no
20354,58,retired,married,university_degree,no,yes,no
20355,52,management,married,university_degree,no,yes,no
20356,52,housemaid,married,basic_6y,no,no,no
20357,52,housemaid,married,basic_6y,no,yes,no
20358,52,housemaid,married,basic_6y,no,yes,no
20359,52,housemaid,married,basic_6y,no,yes,no
20360,31,technician,single,high_school,no,yes,no
20361,31,housemaid,single,university_degree,no,yes,no
20362,31,blue-collar,married,basic_6y,no,no,no
20363,31,technician,single,high_school,no,no,no
20364,31,technician,single,high_school,no,yes,yes
20365,34,admin,married,university_degree,unknown,yes,no
20366,47,blue-collar,married,basic_9y,no,no,no
20367,32,admin,married,university_degree,no,no,no
20368,31,technician,single,high_school,no,yes,yes
20369,39,management,married,university_degree,no,unknown,unknown
20370,31,admin,married,university_degree,no,no,no
20371,52,housemaid,married,basic_6y,no,yes,no
20372,38,technician,married,university_degree,no,yes,yes
20373,36,services,married,professional_course,no,yes,yes
20374,33,admin,married,university_degree,no,no,no
20375,33,technician,married,professional_course,no,yes,no
20376,37,technician,single,university_degree,no,yes,no
20377,42,technician,divorced,professional_course,no,yes,yes
20378,31,unemployed,single,university_degree,no,yes,no
20379,56,retired,married,high_school,no,unknown,unknown
20380,47,technician,married,professional_course,no,yes,no
20381,53,entrepreneur,married,basic_9y,unknown,yes,no
20382,47,technician,married,professional_course,no,no,no
20383,29,technician,single,professional_course,no,no,no
20384,38,technician,married,high_school,no,no,no
20385,33,technician,married,high_school,no,yes,no
20386,51,technician,married,professional_course,no,yes,no
20387,38,technician,married,high_school,no,unknown,unknown
20388,38,technician,married,high_school,no,yes,no
20389,33,technician,single,university_degree,no,yes,no
20390,46,services,married,university_degree,no,no,no
20391,34,technician,single,professional_course,no,yes,no
20392,46,services,married,university_degree,no,no,no
20393,30,admin,single,university_degree,no,no,no
20394,30,admin,single,university_degree,no,no,no
20395,32,technician,married,university_degree,no,yes,no
20396,52,management,married,university_degree,unknown,no,no
20397,52,admin,married,university_degree,no,no,no
20398,39,technician,married,high_school,no,no,no
20399,30,admin,single,university_degree,no,no,no
20400,29,technician,single,high_school,no,no,no
20401,52,admin,married,university_degree,no,yes,no
20402,31,housemaid,single,professional_course,unknown,yes,yes
20403,35,services,married,high_school,no,yes,no
20404,35,services,married,high_school,no,no,no
20405,35,services,married,high_school,no,yes,no
20406,33,technician,married,professional_course,no,no,no
20407,31,unemployed,single,university_degree,no,yes,no
20408,30,admin,single,university_degree,no,yes,yes
20409,33,technician,married,professional_course,no,yes,no
20410,52,admin,married,university_degree,no,yes,no
20411,40,admin,married,university_degree,no,yes,no
20412,40,admin,married,university_degree,no,yes,yes
20413,37,technician,single,professional_course,unknown,yes,no
20414,40,admin,married,university_degree,no,no,no
20415,50,blue-collar,married,basic_4y,unknown,yes,no
20416,45,technician,married,professional_course,no,yes,no
20417,45,technician,married,professional_course,no,no,no
20418,42,admin,married,university_degree,no,yes,no
20419,34,management,married,university_degree,no,yes,no
20420,49,blue-collar,married,basic_6y,no,yes,no
20421,37,technician,married,professional_course,no,yes,yes
20422,48,admin,married,university_degree,no,no,no
20423,39,admin,married,high_school,no,yes,no
20424,59,technician,married,professional_course,no,no,yes
20425,51,entrepreneur,married,basic_4y,unknown,no,no
20426,33,technician,single,professional_course,no,yes,no
20427,51,management,married,high_school,no,no,no
20428,31,unemployed,single,university_degree,no,yes,no
20429,29,technician,single,professional_course,no,no,no
20430,37,technician,married,high_school,unknown,yes,no
20431,31,technician,married,high_school,no,no,no
20432,31,admin,single,university_degree,no,yes,no
20433,38,technician,single,high_school,unknown,no,yes
20434,31,admin,single,university_degree,no,no,no
20435,50,self-employed,married,university_degree,no,yes,no
20436,50,self-employed,married,university_degree,no,yes,no
20437,31,admin,single,university_degree,no,yes,yes
20438,31,admin,single,university_degree,no,no,no
20439,45,self-employed,married,basic_4y,unknown,unknown,unknown
20440,31,unemployed,single,university_degree,no,no,no
20441,46,services,married,,no,no,no
20442,51,admin,divorced,professional_course,no,no,yes
20443,35,technician,married,high_school,no,no,no
20444,32,admin,divorced,university_degree,no,yes,no
20445,34,services,married,professional_course,no,yes,no
20446,31,admin,single,university_degree,no,yes,no
20447,35,technician,married,high_school,no,yes,no
20448,32,admin,divorced,university_degree,no,yes,no
20449,32,admin,single,university_degree,unknown,no,no
20450,32,technician,married,high_school,no,yes,no
20451,35,technician,single,university_degree,no,yes,no
20452,36,technician,single,professional_course,no,unknown,unknown
20453,51,blue-collar,married,basic_9y,unknown,yes,no
20454,32,technician,married,professional_course,no,no,no
20455,36,technician,single,university_degree,unknown,no,no
20456,36,admin,divorced,university_degree,no,no,no
20457,60,services,married,high_school,unknown,no,no
20458,39,technician,divorced,professional_course,no,yes,yes
20459,38,technician,married,high_school,no,no,no
20460,32,technician,single,university_degree,no,yes,no
20461,34,technician,single,university_degree,no,yes,no
20462,38,admin,married,university_degree,no,yes,no
20463,33,technician,married,professional_course,no,no,no
20464,41,technician,married,professional_course,no,no,no
20465,41,technician,married,professional_course,no,no,no
20466,54,admin,married,high_school,no,no,yes
20467,45,admin,married,high_school,unknown,yes,no
20468,47,blue-collar,married,basic_6y,no,no,no
20469,47,blue-collar,married,basic_6y,no,yes,no
20470,48,blue-collar,married,basic_9y,no,yes,no
20471,48,blue-collar,married,basic_9y,no,yes,no
20472,44,services,married,high_school,unknown,yes,no
20473,30,admin,single,university_degree,no,no,no
20474,36,management,married,university_degree,no,no,no
20475,41,admin,single,university_degree,unknown,no,no
20476,40,technician,married,high_school,no,no,no
20477,31,self-employed,married,university_degree,no,no,no
20478,51,housemaid,married,basic_4y,unknown,yes,no
20479,37,admin,married,university_degree,unknown,yes,no
20480,30,technician,single,university_degree,no,yes,yes
20481,48,admin,married,basic_9y,no,yes,no
20482,48,admin,married,basic_9y,no,yes,no
20483,53,management,married,university_degree,no,yes,no
20484,37,technician,married,high_school,unknown,yes,no
20485,42,self-employed,married,university_degree,unknown,yes,no
20486,35,technician,divorced,professional_course,no,yes,no
20487,33,technician,married,high_school,no,no,no
20488,38,technician,single,high_school,unknown,no,no
20489,49,management,married,university_degree,no,no,yes
20490,31,technician,single,high_school,no,yes,no
20491,36,technician,single,professional_course,no,yes,yes
20492,33,admin,married,university_degree,no,no,yes
20493,50,blue-collar,married,basic_6y,unknown,no,no
20494,48,admin,married,university_degree,no,yes,no
20495,43,technician,married,professional_course,unknown,no,no
20496,35,unemployed,married,university_degree,no,no,no
20497,46,admin,divorced,university_degree,no,yes,yes
20498,32,technician,married,university_degree,no,no,yes
20499,37,admin,divorced,university_degree,no,no,no
20500,33,technician,married,professional_course,no,no,yes
20501,43,admin,divorced,university_degree,unknown,no,no
20502,39,self-employed,married,basic_9y,no,no,no
20503,32,technician,married,university_degree,no,yes,no
20504,45,self-employed,married,basic_4y,unknown,no,no
20505,45,admin,married,university_degree,no,no,no
20506,35,management,married,university_degree,no,no,no
20507,35,self-employed,married,university_degree,no,no,no
20508,32,admin,divorced,university_degree,no,no,no
20509,35,management,married,university_degree,no,no,no
20510,35,technician,married,high_school,unknown,no,no
20511,35,management,married,university_degree,no,yes,no
20512,35,technician,married,high_school,unknown,no,yes
20513,35,management,married,university_degree,no,unknown,unknown
20514,33,admin,married,university_degree,no,no,no
20515,32,technician,single,university_degree,no,yes,no
20516,42,admin,single,university_degree,no,no,no
20517,42,technician,single,university_degree,no,yes,no
20518,29,management,married,university_degree,no,yes,yes
20519,59,retired,married,basic_9y,unknown,yes,no
20520,32,admin,married,university_degree,unknown,yes,no
20521,53,admin,married,basic_9y,no,yes,no
20522,32,technician,single,university_degree,no,yes,no
20523,46,services,married,university_degree,no,no,no
20524,32,technician,single,professional_course,no,yes,no
20525,50,admin,married,university_degree,no,yes,no
20526,31,technician,single,high_school,no,yes,yes
20527,32,technician,single,university_degree,no,no,no
20528,44,management,married,basic_9y,no,yes,no
20529,32,technician,single,university_degree,no,no,yes
20530,41,technician,married,professional_course,no,no,no
20531,41,technician,married,professional_course,no,yes,no
20532,49,retired,divorced,professional_course,no,yes,yes
20533,36,admin,single,university_degree,no,yes,no
20534,41,technician,married,professional_course,no,yes,no
20535,35,technician,single,university_degree,no,no,no
20536,53,blue-collar,married,basic_4y,unknown,yes,no
20537,31,services,single,university_degree,unknown,yes,no
20538,56,admin,married,university_degree,no,yes,no
20539,41,technician,married,professional_course,no,yes,no
20540,58,housemaid,married,basic_4y,no,no,no
20541,48,blue-collar,married,basic_9y,unknown,no,no
20542,46,blue-collar,married,basic_4y,unknown,yes,no
20543,54,blue-collar,married,basic_4y,unknown,yes,no
20544,32,admin,married,university_degree,no,no,no
20545,38,technician,divorced,professional_course,no,yes,no
20546,31,housemaid,married,basic_4y,no,no,no
20547,46,blue-collar,married,basic_4y,unknown,yes,no
20548,54,services,married,basic_4y,no,yes,no
20549,32,technician,single,university_degree,no,no,no
20550,40,management,married,university_degree,no,no,yes
20551,32,admin,single,university_degree,no,no,no
20552,31,admin,married,university_degree,no,no,no
20553,54,blue-collar,married,basic_9y,unknown,yes,no
20554,34,technician,single,university_degree,no,no,no
20555,53,management,married,university_degree,no,no,no
20556,49,blue-collar,married,basic_9y,unknown,no,no
20557,30,technician,single,professional_course,no,no,no
20558,36,admin,single,university_degree,no,no,yes
20559,31,technician,single,university_degree,no,yes,no
20560,33,self-employed,married,university_degree,no,yes,no
20561,33,admin,single,university_degree,no,yes,no
20562,46,admin,married,high_school,no,yes,no
20563,48,blue-collar,married,basic_4y,no,no,no
20564,52,housemaid,divorced,high_school,no,yes,no
20565,39,admin,divorced,university_degree,no,yes,no
20566,52,services,married,basic_4y,no,yes,no
20567,31,technician,single,university_degree,no,no,no
20568,32,technician,single,high_school,no,yes,no
20569,33,technician,married,university_degree,no,yes,no
20570,57,admin,married,university_degree,no,no,no
20571,31,housemaid,married,basic_4y,no,no,yes
20572,45,management,married,university_degree,no,yes,no
20573,54,admin,married,university_degree,no,yes,no
20574,56,blue-collar,married,,no,yes,no
20575,38,technician,married,professional_course,no,yes,no
20576,44,management,married,basic_9y,no,yes,no
20577,33,technician,married,professional_course,no,no,no
20578,34,admin,married,high_school,no,yes,no
20579,33,technician,married,professional_course,no,yes,no
20580,32,admin,single,university_degree,no,yes,no
20581,32,technician,married,professional_course,unknown,yes,no
20582,54,services,married,high_school,no,yes,no
20583,46,blue-collar,married,basic_4y,unknown,yes,no
20584,31,admin,single,university_degree,no,yes,no
20585,54,blue-collar,married,basic_9y,unknown,no,no
20586,47,admin,divorced,high_school,no,no,no
20587,32,admin,married,high_school,no,yes,yes
20588,34,admin,single,university_degree,no,no,no
20589,46,blue-collar,married,basic_4y,unknown,no,no
20590,54,services,married,high_school,no,no,no
20591,41,technician,married,professional_course,no,no,no
20592,35,technician,married,university_degree,no,no,yes
20593,41,technician,married,professional_course,no,yes,no
20594,36,technician,married,university_degree,no,yes,no
20595,46,services,married,basic_4y,unknown,no,no
20596,31,admin,divorced,university_degree,no,yes,no
20597,60,services,married,basic_4y,no,yes,no
20598,54,blue-collar,married,basic_9y,unknown,yes,no
20599,56,admin,married,professional_course,no,yes,no
20600,32,technician,single,university_degree,no,yes,no
20601,35,management,married,university_degree,no,yes,yes
20602,57,self-employed,married,basic_9y,no,no,no
20603,29,technician,unknown,high_school,no,yes,no
20604,29,technician,unknown,high_school,no,yes,no
20605,36,admin,married,university_degree,unknown,yes,no
20606,32,admin,married,university_degree,no,yes,yes
20607,35,admin,married,university_degree,unknown,yes,yes
20608,34,admin,married,university_degree,unknown,yes,no
20609,33,technician,single,university_degree,no,no,no
20610,30,technician,married,high_school,no,no,no
20611,35,technician,married,professional_course,unknown,yes,yes
20612,44,management,married,basic_9y,no,yes,no
20613,46,technician,married,professional_course,no,yes,no
20614,35,admin,single,university_degree,no,yes,yes
20615,41,housemaid,married,basic_6y,unknown,no,no
20616,30,technician,married,professional_course,no,no,yes
20617,30,technician,married,professional_course,no,yes,no
20618,44,blue-collar,married,basic_6y,no,no,no
20619,30,technician,married,professional_course,no,no,yes
20620,51,admin,married,university_degree,unknown,yes,no
20621,32,admin,married,university_degree,no,yes,no
20622,51,admin,married,university_degree,unknown,unknown,unknown
20623,33,admin,single,university_degree,no,no,no
20624,34,admin,single,university_degree,unknown,no,no
20625,31,technician,single,high_school,no,no,no
20626,45,blue-collar,married,high_school,unknown,yes,no
20627,59,retired,married,university_degree,no,no,yes
20628,38,management,married,university_degree,no,no,no
20629,32,admin,single,university_degree,no,no,no
20630,38,management,married,university_degree,no,no,no
20631,33,technician,married,high_school,no,no,no
20632,43,admin,married,university_degree,no,no,no
20633,47,services,married,high_school,unknown,yes,no
20634,31,services,single,university_degree,unknown,yes,no
20635,58,admin,married,university_degree,no,yes,no
20636,58,admin,married,university_degree,no,no,no
20637,32,technician,single,university_degree,no,yes,yes
20638,35,technician,married,university_degree,no,yes,no
20639,51,admin,single,university_degree,no,no,no
20640,52,admin,married,high_school,no,no,no
20641,44,technician,divorced,professional_course,no,no,no
20642,38,management,married,university_degree,unknown,no,yes
20643,46,blue-collar,married,basic_9y,no,no,no
20644,36,admin,single,university_degree,no,no,no
20645,56,admin,married,university_degree,unknown,yes,yes
20646,39,technician,married,professional_course,no,yes,yes
20647,40,management,married,high_school,no,no,yes
20648,34,admin,divorced,university_degree,no,no,no
20649,39,technician,married,professional_course,no,no,no
20650,54,services,married,basic_4y,no,no,no
20651,57,admin,single,university_degree,unknown,yes,yes
20652,33,admin,single,university_degree,unknown,yes,yes
20653,54,services,married,basic_4y,no,yes,yes
20654,57,admin,single,university_degree,unknown,yes,yes
20655,57,admin,single,university_degree,unknown,yes,no
20656,57,admin,single,university_degree,unknown,no,no
20657,55,entrepreneur,divorced,high_school,unknown,no,no
20658,32,technician,married,university_degree,no,yes,yes
20659,29,technician,single,professional_course,no,yes,yes
20660,40,technician,married,professional_course,unknown,yes,yes
20661,46,admin,married,university_degree,no,yes,no
20662,42,admin,married,university_degree,no,yes,no
20663,33,admin,single,university_degree,no,yes,yes
20664,57,admin,married,university_degree,unknown,no,no
20665,42,admin,married,university_degree,no,yes,no
20666,34,admin,divorced,university_degree,no,no,no
20667,34,admin,divorced,university_degree,no,yes,yes
20668,42,unemployed,married,university_degree,unknown,no,yes
20669,58,admin,married,university_degree,no,no,no
20670,48,unemployed,married,basic_4y,unknown,yes,no
20671,30,technician,married,university_degree,unknown,no,yes
20672,42,admin,married,university_degree,no,no,no
20673,44,admin,married,university_degree,unknown,no,yes
20674,48,management,married,university_degree,unknown,no,no
20675,36,admin,divorced,university_degree,unknown,yes,yes
20676,54,admin,single,university_degree,no,yes,no
20677,41,admin,married,university_degree,no,yes,no
20678,31,admin,married,high_school,no,yes,no
20679,31,admin,married,high_school,no,yes,no
20680,41,admin,married,university_degree,no,yes,no
20681,33,technician,single,university_degree,unknown,unknown,unknown
20682,45,self-employed,married,basic_6y,no,yes,no
20683,31,admin,single,university_degree,no,yes,no
20684,40,technician,married,professional_course,unknown,yes,no
20685,35,technician,single,professional_course,no,yes,no
20686,32,technician,married,professional_course,no,yes,no
20687,29,technician,married,university_degree,no,no,no
20688,29,technician,married,university_degree,no,no,yes
20689,55,technician,married,university_degree,unknown,no,no
20690,45,technician,married,professional_course,no,no,no
20691,57,admin,single,university_degree,unknown,yes,no
20692,52,blue-collar,married,basic_4y,no,no,no
20693,54,blue-collar,married,basic_4y,unknown,yes,no
20694,54,blue-collar,married,basic_4y,unknown,yes,no
20695,31,technician,married,professional_course,no,yes,no
20696,34,admin,single,university_degree,no,yes,no
20697,54,blue-collar,married,basic_4y,unknown,yes,no
20698,34,admin,single,university_degree,no,yes,no
20699,31,admin,single,university_degree,no,yes,no
20700,45,blue-collar,married,basic_9y,no,no,no
20701,54,blue-collar,married,basic_4y,unknown,unknown,unknown
20702,29,technician,married,university_degree,no,no,no
20703,57,admin,married,university_degree,no,no,no
20704,54,blue-collar,married,basic_4y,unknown,yes,no
20705,50,admin,married,university_degree,no,yes,no
20706,39,admin,divorced,university_degree,no,yes,no
20707,33,technician,single,university_degree,no,yes,no
20708,40,management,married,high_school,no,no,yes
20709,40,management,married,high_school,no,yes,no
20710,39,management,married,high_school,no,no,no
20711,39,admin,single,university_degree,no,yes,no
20712,30,technician,married,high_school,no,yes,no
20713,52,admin,married,university_degree,unknown,yes,no
20714,59,blue-collar,married,basic_4y,unknown,yes,no
20715,44,admin,married,university_degree,unknown,yes,no
20716,34,technician,single,university_degree,no,no,no
20717,46,blue-collar,married,basic_6y,unknown,no,no
20718,31,technician,married,professional_course,no,yes,no
20719,34,admin,married,university_degree,no,no,no
20720,34,admin,married,university_degree,no,yes,no
20721,30,admin,married,high_school,unknown,yes,no
20722,57,admin,single,university_degree,unknown,yes,no
20723,39,technician,married,professional_course,no,yes,yes
20724,58,retired,married,basic_4y,no,no,no
20725,52,technician,married,professional_course,no,yes,yes
20726,33,admin,single,university_degree,no,yes,no
20727,32,management,married,university_degree,no,yes,no
20728,56,admin,married,university_degree,unknown,yes,no
20729,53,admin,married,university_degree,no,yes,no
20730,54,services,married,basic_4y,no,yes,yes
20731,60,retired,married,basic_9y,unknown,no,no
20732,32,admin,single,university_degree,unknown,yes,no
20733,50,services,married,high_school,no,yes,no
20734,55,technician,married,university_degree,unknown,yes,no
20735,34,admin,divorced,university_degree,no,yes,no
20736,35,technician,single,professional_course,no,yes,no
20737,31,technician,married,professional_course,no,no,no
20738,58,admin,married,university_degree,no,yes,no
20739,31,technician,married,university_degree,no,yes,yes
20740,31,technician,married,university_degree,no,yes,no
20741,44,management,married,basic_9y,no,yes,no
20742,46,admin,married,high_school,no,no,yes
20743,32,technician,married,university_degree,no,yes,yes
20744,48,admin,married,high_school,no,yes,no
20745,57,blue-collar,married,basic_9y,unknown,no,no
20746,57,blue-collar,married,basic_9y,unknown,yes,no
20747,57,blue-collar,married,basic_9y,unknown,yes,no
20748,34,entrepreneur,married,,no,yes,no
20749,34,entrepreneur,married,,no,no,no
20750,40,management,married,high_school,no,no,no
20751,34,entrepreneur,married,,no,yes,yes
20752,44,blue-collar,married,basic_4y,unknown,yes,yes
20753,46,unemployed,married,basic_9y,unknown,no,no
20754,33,self-employed,single,university_degree,no,no,no
20755,44,blue-collar,married,basic_6y,no,no,no
20756,34,admin,single,university_degree,no,yes,no
20757,52,admin,divorced,university_degree,no,no,no
20758,47,admin,married,professional_course,no,yes,no
20759,37,technician,married,professional_course,no,yes,yes
20760,34,unknown,married,basic_6y,no,yes,no
20761,29,technician,unknown,high_school,no,yes,no
20762,31,technician,single,high_school,unknown,no,no
20763,46,management,married,university_degree,no,no,no
20764,52,housemaid,married,basic_6y,unknown,no,no
20765,44,blue-collar,married,basic_6y,no,no,no
20766,32,management,married,university_degree,no,yes,no
20767,41,housemaid,single,university_degree,no,yes,no
20768,57,technician,divorced,university_degree,no,yes,no
20769,33,technician,married,university_degree,no,yes,no
20770,51,management,married,high_school,unknown,no,no
20771,49,blue-collar,married,basic_9y,unknown,no,yes
20772,34,entrepreneur,married,professional_course,no,no,no
20773,54,management,married,university_degree,no,no,yes
20774,48,admin,married,university_degree,unknown,yes,yes
20775,59,self-employed,married,basic_9y,no,yes,no
20776,35,technician,single,professional_course,no,yes,no
20777,36,admin,unknown,university_degree,no,no,no
20778,37,technician,single,professional_course,no,yes,no
20779,36,admin,unknown,university_degree,no,yes,no
20780,55,housemaid,married,university_degree,no,no,no
20781,41,technician,married,professional_course,no,no,no
20782,49,blue-collar,married,basic_4y,no,yes,no
20783,39,management,married,university_degree,no,yes,no
20784,33,technician,married,professional_course,unknown,yes,no
20785,30,admin,single,university_degree,no,yes,yes
20786,54,blue-collar,married,basic_4y,unknown,yes,yes
20787,29,blue-collar,single,university_degree,no,yes,no
20788,34,technician,married,professional_course,no,no,no
20789,29,admin,single,high_school,no,yes,no
20790,45,admin,single,university_degree,no,yes,no
20791,37,admin,married,university_degree,no,no,no
20792,29,technician,single,high_school,no,yes,no
20793,30,admin,married,university_degree,no,no,no
20794,51,blue-collar,married,basic_9y,unknown,no,no
20795,54,retired,married,basic_4y,unknown,yes,no
20796,59,blue-collar,married,basic_4y,unknown,no,no
20797,52,blue-collar,married,basic_6y,unknown,yes,no
20798,54,technician,married,university_degree,no,yes,no
20799,57,management,married,university_degree,unknown,no,no
20800,31,technician,married,professional_course,unknown,yes,no
20801,32,admin,single,university_degree,no,no,no
20802,56,retired,married,university_degree,no,no,no
20803,39,admin,divorced,university_degree,no,no,no
20804,44,technician,divorced,professional_course,unknown,yes,yes
20805,31,admin,single,university_degree,no,no,no
20806,34,entrepreneur,married,professional_course,no,yes,no
20807,51,blue-collar,married,basic_9y,unknown,no,no
20808,46,retired,married,basic_9y,unknown,yes,no
20809,31,admin,married,university_degree,no,yes,no
20810,51,management,married,high_school,unknown,yes,no
20811,57,management,married,university_degree,unknown,no,no
20812,57,technician,single,university_degree,unknown,yes,no
20813,30,admin,married,university_degree,no,no,no
20814,31,admin,single,university_degree,no,yes,no
20815,59,retired,married,university_degree,unknown,yes,no
20816,45,blue-collar,married,high_school,unknown,yes,no
20817,31,admin,married,university_degree,no,yes,yes
20818,55,technician,divorced,professional_course,no,yes,no
20819,34,admin,single,university_degree,no,yes,no
20820,34,admin,single,university_degree,no,yes,no
20821,32,technician,single,university_degree,no,yes,no
20822,35,admin,married,university_degree,unknown,no,no
20823,59,blue-collar,married,basic_4y,unknown,no,no
20824,48,technician,married,high_school,no,no,no
20825,33,management,married,university_degree,no,yes,no
20826,45,blue-collar,married,basic_6y,no,no,yes
20827,42,technician,single,university_degree,no,yes,yes
20828,31,technician,single,professional_course,no,yes,no
20829,35,technician,single,professional_course,no,yes,no
20830,32,technician,single,university_degree,no,yes,no
20831,33,management,married,university_degree,no,no,no
20832,45,admin,single,university_degree,no,no,no
20833,58,blue-collar,married,basic_9y,unknown,no,no
20834,33,technician,married,university_degree,no,no,no
20835,50,technician,single,university_degree,no,yes,no
20836,32,technician,single,university_degree,no,no,yes
20837,33,technician,married,high_school,no,no,no
20838,44,services,married,high_school,no,no,no
20839,49,admin,married,high_school,no,no,no
20840,33,technician,single,professional_course,no,no,no
20841,53,services,married,high_school,unknown,yes,no
20842,32,management,married,university_degree,no,yes,no
20843,48,entrepreneur,married,basic_4y,unknown,no,no
20844,32,technician,single,professional_course,no,no,no
20845,33,technician,single,professional_course,no,no,no
20846,52,blue-collar,married,basic_4y,unknown,no,no
20847,45,blue-collar,married,basic_6y,unknown,yes,no
20848,34,technician,single,university_degree,no,yes,no
20849,34,technician,single,university_degree,no,yes,no
20850,30,admin,married,university_degree,no,yes,yes
20851,33,admin,single,university_degree,no,yes,no
20852,39,technician,married,professional_course,no,yes,no
20853,30,admin,married,university_degree,no,yes,no
20854,33,technician,single,professional_course,no,yes,no
20855,31,technician,married,professional_course,no,yes,no
20856,57,technician,married,university_degree,no,no,no
20857,42,admin,married,professional_course,unknown,yes,no
20858,31,technician,married,professional_course,no,yes,no
20859,42,admin,married,professional_course,unknown,no,yes
20860,42,admin,married,professional_course,unknown,yes,yes
20861,42,admin,married,professional_course,unknown,yes,no
20862,30,unknown,divorced,university_degree,no,no,yes
20863,31,technician,married,professional_course,no,yes,no
20864,31,admin,single,high_school,no,yes,no
20865,31,technician,single,professional_course,no,yes,no
20866,35,technician,single,professional_course,no,yes,yes
20867,23,entrepreneur,married,university_degree,no,yes,no
20868,41,admin,married,university_degree,no,yes,no
20869,45,services,married,high_school,unknown,yes,no
20870,31,admin,married,university_degree,no,no,no
20871,31,technician,married,professional_course,no,no,no
20872,35,admin,married,university_degree,no,no,yes
20873,32,admin,single,university_degree,no,yes,no
20874,55,self-employed,married,basic_4y,unknown,unknown,unknown
20875,54,services,married,high_school,no,yes,no
20876,32,admin,single,university_degree,no,no,no
20877,32,admin,single,university_degree,no,yes,no
20878,31,technician,married,professional_course,no,no,no
20879,45,admin,married,high_school,no,yes,no
20880,54,technician,married,university_degree,no,yes,no
20881,32,technician,married,professional_course,no,yes,no
20882,31,admin,single,university_degree,unknown,no,yes
20883,34,admin,married,university_degree,no,yes,no
20884,35,technician,single,professional_course,no,yes,no
20885,34,admin,married,university_degree,no,no,no
20886,36,technician,married,professional_course,unknown,yes,no
20887,34,admin,single,university_degree,no,yes,no
20888,47,housemaid,married,high_school,unknown,yes,no
20889,42,admin,married,university_degree,no,yes,no
20890,49,technician,married,professional_course,unknown,yes,no
20891,54,blue-collar,married,basic_4y,unknown,no,yes
20892,45,self-employed,married,basic_9y,unknown,yes,no
20893,56,blue-collar,married,basic_4y,no,unknown,unknown
20894,50,technician,married,high_school,no,yes,no
20895,31,admin,single,university_degree,no,no,no
20896,41,housemaid,married,basic_4y,unknown,yes,no
20897,41,housemaid,married,basic_4y,unknown,yes,no
20898,41,housemaid,married,basic_4y,unknown,yes,no
20899,38,technician,married,professional_course,no,yes,no
20900,49,blue-collar,married,basic_4y,unknown,yes,no
20901,41,housemaid,married,basic_4y,unknown,no,no
20902,34,admin,single,university_degree,no,no,no
20903,59,blue-collar,married,basic_9y,unknown,yes,no
20904,47,admin,divorced,university_degree,unknown,no,no
20905,49,technician,divorced,high_school,no,yes,no
20906,34,technician,married,university_degree,unknown,yes,no
20907,33,admin,single,university_degree,no,yes,no
20908,34,technician,married,university_degree,unknown,no,yes
20909,31,admin,married,university_degree,no,yes,yes
20910,30,self-employed,married,university_degree,no,yes,yes
20911,36,self-employed,married,basic_9y,unknown,yes,yes
20912,50,self-employed,married,basic_9y,no,yes,no
20913,40,self-employed,married,university_degree,no,yes,no
20914,40,self-employed,married,university_degree,no,yes,no
20915,33,admin,single,university_degree,no,yes,no
20916,30,admin,single,university_degree,no,yes,no
20917,32,admin,single,university_degree,no,yes,no
