,student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
8597,28544,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,4,29,0
8598,12797,city_16,0.91,Male,Has relevant experience,Full time course,Graduate,STEM,4,,,1,6,0
8599,28079,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Other,1,10-49,Pvt Ltd,1,18,0
8600,285,city_103,0.92,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,17,0
8601,5216,city_21,0.624,,No relevant experience,Full time course,Graduate,STEM,3,,,never,9,1
8602,8258,city_28,0.939,Male,No relevant experience,Part time course,High School,,2,10000+,Pvt Ltd,never,180,0
8603,24984,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,134,0
8604,1649,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,91,1
8605,30384,city_23,0.899,,No relevant experience,Full time course,High School,,12,10000+,Pvt Ltd,2,99,1
8606,10244,city_40,0.7759999999999999,Male,Has relevant experience,no_enrollment,Graduate,Other,4,<10,Pvt Ltd,1,108,0
8607,13341,city_145,0.555,,Has relevant experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,33,1
8608,27727,city_142,0.727,Male,Has relevant experience,no_enrollment,Masters,STEM,8,,,1,33,1
8609,8633,city_16,0.91,Male,No relevant experience,Full time course,High School,,5,,,1,67,1
8610,13715,city_16,0.91,Male,No relevant experience,no_enrollment,Masters,STEM,9,10000+,,1,24,0
8611,6034,city_162,0.767,,Has relevant experience,Full time course,Graduate,STEM,3,50-99,Public Sector,,55,0
8612,28315,city_21,0.624,Male,Has relevant experience,Part time course,Masters,STEM,7,50-99,Funded Startup,1,24,1
8613,31426,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,>4,34,1
8614,9263,city_61,0.913,Male,Has relevant experience,no_enrollment,High School,,10,10-49,Pvt Ltd,4,30,0
8615,19500,city_64,0.6659999999999999,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,24,0
8616,14162,city_90,0.698,Male,No relevant experience,no_enrollment,Graduate,STEM,11,,,2,108,0
8617,7571,city_103,0.92,,Has relevant experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,80,0
8618,9365,city_65,0.802,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,36,0
8619,5218,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,96,0
8620,6185,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Arts,>20,,Pvt Ltd,>4,133,0
8621,31139,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,11,100-499,Pvt Ltd,2,7,0
8622,9904,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,3,154,0
8623,19950,city_16,0.91,,Has relevant experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,8,0
8624,33003,city_16,0.91,,Has relevant experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,7,0
8625,9218,city_48,0.493,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,,,1,50,1
8626,10291,city_1,0.847,Female,Has relevant experience,no_enrollment,Graduate,Other,14,<10,Pvt Ltd,2,20,0
8627,25392,city_103,0.92,,No relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,102,0
8628,27178,city_173,0.878,Male,Has relevant experience,Full time course,High School,,7,50-99,Pvt Ltd,1,12,0
8629,15886,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,21,0
8630,31016,city_149,0.6890000000000001,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,2,23,0
8631,8022,city_21,0.624,,No relevant experience,Full time course,Graduate,STEM,2,,,1,34,0
8632,10494,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,10,100-499,Pvt Ltd,1,28,0
8633,32782,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,17,10000+,Other,1,26,1
8634,2449,city_173,0.878,Male,Has relevant experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,3,14,0
8635,27195,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,26,0
8636,29301,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Other,>4,24,0
8637,13263,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,>4,11,0
8638,12733,city_114,0.926,Male,Has relevant experience,no_enrollment,High School,,>20,10-49,Pvt Ltd,3,145,0
8639,2035,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,,,3,51,0
8640,7042,city_71,0.884,Male,No relevant experience,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,2,50,0
8641,5667,city_21,0.624,Male,Has relevant experience,Full time course,Masters,STEM,2,50-99,Funded Startup,1,30,0
8642,32458,city_11,0.55,Male,Has relevant experience,no_enrollment,Graduate,No Major,7,500-999,Pvt Ltd,2,72,1
8643,3778,city_36,0.893,Male,Has relevant experience,no_enrollment,Graduate,No Major,14,50-99,Early Stage Startup,4,80,0
8644,15996,city_103,0.92,Male,Has relevant experience,,Graduate,STEM,>20,1000-4999,Public Sector,3,9,0
8645,14877,city_23,0.899,Female,Has relevant experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,50,0
8646,23420,city_90,0.698,,Has relevant experience,Full time course,Graduate,STEM,6,10-49,Other,2,41,1
8647,23263,city_103,0.92,,No relevant experience,Full time course,Graduate,STEM,4,,,never,22,1
8648,10084,city_10,0.895,Female,Has relevant experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,>4,156,1
8649,11947,city_21,0.624,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,,,>4,36,1
8650,19801,city_24,0.698,,No relevant experience,Full time course,High School,,9,,,2,23,1
8651,15475,city_61,0.913,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,322,0
8652,12870,city_16,0.91,Male,Has relevant experience,no_enrollment,High School,,2,1000-4999,Pvt Ltd,2,42,0
8653,14391,city_21,0.624,Female,Has relevant experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,37,1
8654,11896,city_103,0.92,,No relevant experience,no_enrollment,High School,,7,,,1,40,1
8655,7310,city_167,0.921,Male,No relevant experience,Full time course,High School,,4,,,3,21,1
8656,15523,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,No Major,5,10-49,Pvt Ltd,2,92,0
8657,25938,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,18,100-499,Pvt Ltd,>4,61,0
8658,20630,city_61,0.913,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,10-49,Pvt Ltd,>4,21,0
8659,9942,city_37,0.794,Male,No relevant experience,no_enrollment,Graduate,STEM,7,,,never,48,1
8660,10736,city_21,0.624,,Has relevant experience,no_enrollment,Masters,STEM,<1,,,>4,35,0
8661,3200,city_40,0.7759999999999999,Male,Has relevant experience,no_enrollment,Graduate,Humanities,>20,,,4,29,0
8662,4695,city_104,0.924,Male,Has relevant experience,Full time course,High School,,6,<10,,3,23,0
8663,7415,city_104,0.924,Male,No relevant experience,Full time course,Graduate,STEM,5,,,>4,8,0
8664,19047,city_71,0.884,Male,Has relevant experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,1,36,0
8665,27555,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,1,47,0
8666,11214,city_16,0.91,Female,Has relevant experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,106,1
8667,900,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Humanities,4,10-49,Pvt Ltd,3,75,0
8668,4175,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,100-499,Public Sector,>4,164,1
8669,31113,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,7,,,1,4,1
8670,12285,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,never,28,1
8671,32226,city_73,0.754,Male,Has relevant experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,2,47,0
8672,2655,city_21,0.624,,Has relevant experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,68,0
8673,4565,city_114,0.926,Male,No relevant experience,Full time course,Graduate,STEM,9,,Pvt Ltd,never,31,0
8674,16427,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,6,,,never,161,1
8675,6323,city_150,0.698,,Has relevant experience,Full time course,,,3,1000-4999,,1,27,0
8676,1656,city_99,0.915,,No relevant experience,Full time course,High School,,10,10000+,Pvt Ltd,1,97,0
8677,13977,city_159,0.843,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,100-499,Pvt Ltd,>4,45,0
8678,19515,city_46,0.762,Male,No relevant experience,Full time course,Graduate,STEM,5,,,never,6,1
8679,25932,city_16,0.91,Female,Has relevant experience,no_enrollment,Graduate,STEM,8,1000-4999,,1,90,0
8680,31924,city_21,0.624,,Has relevant experience,no_enrollment,Masters,STEM,7,<10,Pvt Ltd,1,75,1
8681,33257,city_103,0.92,,No relevant experience,no_enrollment,Graduate,STEM,>20,,,2,54,0
8682,23151,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,5,1000-4999,Other,1,52,0
8683,10294,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,4,100-499,Pvt Ltd,4,4,1
8684,25130,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,100-499,Pvt Ltd,2,61,0
8685,31716,city_162,0.767,Male,No relevant experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,62,1
8686,28892,city_71,0.884,,Has relevant experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,2,92,0
8687,15642,city_97,0.925,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,124,0
8688,12326,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,10,0
8689,26292,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,20,0
8690,25913,city_21,0.624,Female,Has relevant experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,54,0
8691,10745,city_28,0.939,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,100-499,Funded Startup,3,160,1
8692,5760,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,220,0
8693,3937,city_23,0.899,Male,Has relevant experience,no_enrollment,Graduate,Business Degree,10,10-49,Funded Startup,1,45,0
8694,26831,city_134,0.698,Male,No relevant experience,,High School,,3,,,never,57,1
8695,12929,city_103,0.92,Male,Has relevant experience,Part time course,High School,,2,<10,Pvt Ltd,1,112,0
8696,31523,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,25,0
8697,10962,city_136,0.897,,No relevant experience,no_enrollment,Phd,STEM,>20,10000+,NGO,>4,11,0
8698,16406,city_145,0.555,,Has relevant experience,no_enrollment,Graduate,STEM,6,10-49,Pvt Ltd,1,78,0
8699,31424,city_160,0.92,,No relevant experience,Full time course,High School,,10,,,1,82,1
8700,414,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Arts,>20,50-99,Pvt Ltd,>4,47,0
8701,1740,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,4,26,0
8702,24802,city_103,0.92,,Has relevant experience,no_enrollment,Masters,STEM,18,10-49,Pvt Ltd,never,7,0
8703,24890,city_21,0.624,Female,No relevant experience,no_enrollment,Graduate,STEM,2,<10,NGO,1,26,0
8704,693,city_61,0.913,Male,No relevant experience,no_enrollment,Masters,STEM,2,,Pvt Ltd,never,18,0
8705,26434,city_64,0.6659999999999999,Male,No relevant experience,Part time course,Graduate,STEM,3,,,1,53,0
8706,25830,city_105,0.794,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,>4,36,0
8707,14265,city_103,0.92,,Has relevant experience,Full time course,Graduate,STEM,3,,,1,108,1
8708,12329,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,100-499,Funded Startup,1,24,0
8709,27170,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,<1,,,2,23,1
8710,19627,city_71,0.884,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,10-49,Pvt Ltd,4,32,0
8711,11513,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,21,0
8712,31895,city_71,0.884,Male,No relevant experience,Full time course,Graduate,STEM,5,,,1,70,1
8713,11695,city_16,0.91,,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,32,0
8714,25387,city_103,0.92,,No relevant experience,Full time course,Graduate,STEM,<1,,,,2,0
8715,19757,city_173,0.878,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,42,0
8716,15322,city_102,0.804,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,7,0
8717,9536,city_30,0.698,Male,Has relevant experience,no_enrollment,Masters,STEM,9,100-499,Pvt Ltd,never,47,0
8718,7307,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,51,0
8719,22768,city_71,0.884,,Has relevant experience,no_enrollment,High School,,>20,100-499,Pvt Ltd,1,66,0
8720,5121,city_103,0.92,,No relevant experience,Full time course,Masters,STEM,5,,Public Sector,1,196,0
8721,16750,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,>4,72,0
8722,25337,city_102,0.804,Male,Has relevant experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,154,0
8723,1759,city_160,0.92,,No relevant experience,no_enrollment,High School,,2,10000+,Pvt Ltd,1,153,0
8724,20638,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,2,100-499,Pvt Ltd,1,40,1
8725,25470,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,3,11,0
8726,26173,city_19,0.682,Male,No relevant experience,no_enrollment,High School,,<1,,,never,51,0
8727,9773,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,4,94,0
8728,10513,city_14,0.698,Male,No relevant experience,Full time course,Masters,STEM,2,,,2,9,0
8729,22916,city_103,0.92,Male,No relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,27,0
8730,4496,city_99,0.915,,Has relevant experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,74,0
8731,31176,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,>4,57,0
8732,2426,city_83,0.923,,Has relevant experience,no_enrollment,Graduate,Arts,11,100-499,,>4,7,0
8733,24302,city_61,0.913,Male,Has relevant experience,no_enrollment,Masters,STEM,18,10-49,Funded Startup,2,11,0
8734,23805,city_23,0.899,Male,Has relevant experience,no_enrollment,Graduate,STEM,20,500-999,Pvt Ltd,2,19,0
8735,4827,city_9,0.743,Male,No relevant experience,no_enrollment,,,7,,Pvt Ltd,never,78,1
8736,33141,city_99,0.915,Male,Has relevant experience,no_enrollment,High School,,10,10-49,Pvt Ltd,2,140,0
8737,20531,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,>4,41,0
8738,3178,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,78,0
8739,33349,city_21,0.624,Male,No relevant experience,Part time course,Graduate,STEM,2,10-49,Early Stage Startup,2,20,0
8740,9589,city_116,0.743,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,19,0
8741,489,city_106,0.698,,Has relevant experience,no_enrollment,Phd,STEM,>20,,,never,5,0
8742,26973,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,100,1
8743,8671,city_53,0.74,Male,Has relevant experience,no_enrollment,Masters,STEM,5,<10,,1,8,0
8744,2214,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,89,0
8745,6681,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,7,500-999,Pvt Ltd,1,80,1
8746,14154,city_103,0.92,,No relevant experience,no_enrollment,Masters,STEM,14,5000-9999,Public Sector,>4,66,1
8747,19054,city_103,0.92,,No relevant experience,no_enrollment,High School,,8,<10,Pvt Ltd,1,46,0
8748,8520,city_36,0.893,,Has relevant experience,no_enrollment,High School,,14,,,2,51,0
8749,30772,city_180,0.698,Male,No relevant experience,no_enrollment,Masters,Other,9,,,>4,24,0
8750,19823,city_78,0.579,,Has relevant experience,no_enrollment,Graduate,STEM,5,10-49,Pvt Ltd,1,37,0
8751,18705,city_23,0.899,Male,Has relevant experience,no_enrollment,High School,,9,100-499,Pvt Ltd,2,100,0
8752,25534,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,>4,140,0
8753,6192,city_65,0.802,Male,No relevant experience,Full time course,High School,,4,,,never,43,0
8754,12451,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,5,10000+,,1,67,0
8755,11967,city_37,0.794,,No relevant experience,Full time course,High School,,6,50-99,Pvt Ltd,1,74,0
8756,10023,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,6,0
8757,725,city_23,0.899,,No relevant experience,no_enrollment,High School,,1,,Pvt Ltd,never,47,1
8758,25333,city_136,0.897,,Has relevant experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,never,15,0
8759,2986,city_103,0.92,Male,No relevant experience,no_enrollment,Phd,STEM,>20,,,>4,36,0
8760,24461,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,81,0
8761,18545,city_20,0.7959999999999999,Male,Has relevant experience,no_enrollment,Masters,Other,4,100-499,Public Sector,2,7,0
8762,6490,city_21,0.624,,Has relevant experience,Full time course,Graduate,STEM,1,<10,NGO,,176,1
8763,9613,city_36,0.893,Male,Has relevant experience,Full time course,High School,,6,100-499,Pvt Ltd,2,81,0
8764,12602,city_136,0.897,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,68,0
8765,23251,city_114,0.926,,No relevant experience,Full time course,High School,,2,10-49,NGO,,42,0
8766,32621,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,1,44,0
8767,8199,city_100,0.887,Male,No relevant experience,Part time course,Graduate,STEM,3,,,1,158,0
8768,24269,city_71,0.884,Male,Has relevant experience,no_enrollment,High School,,19,<10,Pvt Ltd,2,7,1
8769,30463,city_75,0.939,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,1,22,0
8770,19150,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,,,>4,6,1
8771,25379,city_114,0.926,Male,No relevant experience,no_enrollment,Masters,Humanities,2,100-499,Public Sector,2,30,1
8772,19101,city_16,0.91,,No relevant experience,no_enrollment,High School,,2,,,never,140,0
8773,23370,city_14,0.698,,No relevant experience,Full time course,Masters,STEM,4,,,never,17,1
8774,26701,city_77,0.83,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,>4,106,0
8775,28300,city_99,0.915,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,>4,117,1
8776,4413,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,31,0
8777,24300,city_84,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,100-499,Pvt Ltd,2,20,0
8778,25633,city_128,0.527,Male,Has relevant experience,no_enrollment,High School,,2,100-499,,never,7,1
8779,22317,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,5,0
8780,32006,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,52,0
8781,5798,city_67,0.855,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,6,0
8782,31761,city_74,0.579,,No relevant experience,Full time course,Graduate,STEM,6,,,1,145,0
8783,17199,city_23,0.899,,Has relevant experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,2,151,0
8784,13754,city_97,0.925,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,,1,69,0
8785,1824,city_158,0.7659999999999999,Female,No relevant experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,100,0
8786,1487,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,3,15,0
8787,12098,city_21,0.624,,No relevant experience,no_enrollment,,,<1,,,never,10,0
8788,3953,city_67,0.855,Male,Has relevant experience,no_enrollment,Masters,STEM,12,100-499,Pvt Ltd,1,42,0
8789,32900,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,55,1
8790,17567,city_160,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,14,100-499,Pvt Ltd,1,172,0
8791,11838,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,16,0
8792,689,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,27,1
8793,26864,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,6,,,1,34,0
8794,4499,city_61,0.913,Male,No relevant experience,no_enrollment,Phd,STEM,>20,100-499,NGO,2,70,0
8795,27811,city_160,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,>4,136,0
8796,1636,city_75,0.939,,No relevant experience,no_enrollment,,,7,,Public Sector,never,72,1
8797,29944,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,3,,,1,52,1
8798,7072,city_16,0.91,Female,Has relevant experience,no_enrollment,Graduate,STEM,6,100-499,Pvt Ltd,4,167,0
8799,1872,city_75,0.939,Male,Has relevant experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,46,0
8800,28420,city_41,0.8270000000000001,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,3,98,0
8801,18339,city_21,0.624,,Has relevant experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,80,1
8802,31567,city_10,0.895,Male,Has relevant experience,no_enrollment,High School,,>20,,,>4,22,0
8803,21317,city_75,0.939,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,1000-4999,Public Sector,>4,41,0
8804,8691,city_99,0.915,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,4,0
8805,8683,city_114,0.926,,Has relevant experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,>4,62,0
8806,28400,city_16,0.91,Male,Has relevant experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,>4,166,1
8807,1841,city_21,0.624,,Has relevant experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,61,1
8808,23507,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,9,1
8809,8307,city_100,0.887,Male,No relevant experience,no_enrollment,Graduate,No Major,>20,100-499,Pvt Ltd,>4,21,0
8810,29934,city_98,0.949,Male,No relevant experience,no_enrollment,Graduate,STEM,3,,,1,23,0
8811,31027,city_21,0.624,,Has relevant experience,no_enrollment,Masters,STEM,19,10-49,Pvt Ltd,>4,19,1
8812,9939,city_160,0.92,,Has relevant experience,no_enrollment,Masters,STEM,19,100-499,Pvt Ltd,>4,56,1
8813,8543,city_70,0.698,Male,No relevant experience,no_enrollment,Graduate,STEM,6,,,never,23,1
8814,3416,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,10-49,Pvt Ltd,2,112,0
8815,25770,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Humanities,7,10000+,Pvt Ltd,never,82,0
8816,30121,city_20,0.7959999999999999,Male,No relevant experience,,Primary School,,2,,,never,94,0
8817,27826,city_115,0.789,,Has relevant experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,36,0
8818,26052,city_21,0.624,,Has relevant experience,Full time course,Masters,STEM,<1,100-499,Public Sector,1,7,0
8819,9155,city_28,0.939,Male,Has relevant experience,no_enrollment,High School,,8,10-49,Funded Startup,3,6,0
8820,14795,city_136,0.897,,Has relevant experience,no_enrollment,Masters,STEM,8,10-49,Early Stage Startup,1,162,0
8821,32722,city_160,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,42,0
8822,9698,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,10-49,Pvt Ltd,>4,143,0
8823,10105,city_45,0.89,Male,Has relevant experience,Full time course,Graduate,STEM,9,,,2,8,1
8824,15301,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,2,192,0
8825,16500,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,100-499,Pvt Ltd,1,84,1
8826,20604,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,142,0
8827,29237,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,6,100-499,Pvt Ltd,1,78,0
8828,33317,city_61,0.913,Male,No relevant experience,no_enrollment,High School,,2,,,2,258,0
8829,5774,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,>4,11,0
8830,8005,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,35,1
8831,26437,city_103,0.92,,Has relevant experience,Full time course,Graduate,STEM,6,,,1,139,1
8832,5293,city_19,0.682,Male,No relevant experience,Full time course,Graduate,STEM,6,,,never,151,1
8833,21595,city_21,0.624,Male,Has relevant experience,,Graduate,STEM,10,,,>4,98,0
8834,24950,city_142,0.727,Male,No relevant experience,Part time course,Graduate,STEM,2,,,1,103,0
8835,30305,city_116,0.743,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,68,0
8836,26150,city_103,0.92,Male,No relevant experience,Full time course,Graduate,Other,6,,,never,1,1
8837,12480,city_65,0.802,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,,,1,170,0
8838,11409,city_75,0.939,,No relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,21,0
8839,32772,city_160,0.92,Male,No relevant experience,Full time course,Graduate,STEM,11,,,1,61,1
8840,755,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,Humanities,5,5000-9999,Pvt Ltd,1,25,1
8841,32496,city_21,0.624,,No relevant experience,Full time course,,,1,,Pvt Ltd,never,45,1
8842,33368,city_61,0.913,,Has relevant experience,no_enrollment,Graduate,STEM,14,100-499,Pvt Ltd,3,154,0
