"id","year","product_name","company","country","industry_group","weight_kg","carbon_footprint_pcf","upstream_percent_total_pcf","operations_percent_total_pcf","downstream_percent_total_pcf"
"21477-2-2015",2015,"Servers","Quanta Computer","Taiwan","Technology Hardware & Equipment",1000,3248,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21477-22-2016",2016,"VR","Quanta Computer","Taiwan","Technology Hardware & Equipment",0.35,3.6,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21477-3-2015",2015,"DT","Quanta Computer","Taiwan","Technology Hardware & Equipment",1000,1600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21477-4-2015",2015,"Phone","Quanta Computer","Taiwan","Technology Hardware & Equipment",1000,1600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21477-5-2015",2015,"Pad","Quanta Computer","Taiwan","Technology Hardware & Equipment",1000,1600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21477-6-2015",2015,"CHROMEBOX","Quanta Computer","Taiwan","Technology Hardware & Equipment",1000,1600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21477-7-2015",2015,"Lamp","Quanta Computer","Taiwan","Technology Hardware & Equipment",1000,1600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21477-8-2015",2015,"POS","Quanta Computer","Taiwan","Technology Hardware & Equipment",1000,1600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21477-9-2015",2015,"Speaker","Quanta Computer","Taiwan","Technology Hardware & Equipment",1000,1600,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2156-1-2016",2016,"Tire including low fuel consumption tire; e.g. ECOPIA series","Bridgestone Corporation","Japan","Automobiles & Components",9.07185,118,"9.19%","3.88%","86.93%"
"21673-1-2014",2014,"Air Purifier","Coway Co Ltd","South Korea","Consumer Durables & Apparel",7.2,126,"26.58%","0.79%","72.63%"
"21889-1-2013",2013,"Folding boxboard produced at the Maule and Valdivia mills.","Empresas CMPC","Chile","Materials",1000,549.2,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"21889-1-2014",2014,"Folding boxboard","Empresas CMPC","Chile","Materials",1000,554.94,"26.42%","73.58%","0.00%"
"21889-1-2015",2015,"Folding boxboard","Empresas CMPC","Chile","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,451.46,"26.42%","73.58%","0.00%"
"22295-10-2015",2015,"Tako CX Lite","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,918,"11.00%","83.55%","5.45%"
"22295-11-2015",2015,"Tako CX Lite S","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,918,"11.00%","83.55%","5.45%"
"22295-1-2013",2013,"""Simcote is a fully coated folding boxboard with a washed groundwood middle layer, based on 100 % fresh forest fibres. Typical end-uses are food and general packaging.""","Metsä Board","Finland","Materials",1000,597,"21.27%","71.19%","7.54%"
"22295-1-2015",2015,"Simcote","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,782,"15.73%","78.01%","6.27%"
"22295-12-2015",2015,"Tako CX Lite S2","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,918,"11.00%","83.55%","5.45%"
"22295-13-2015",2015,"Tako CX Lite OBA","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,918,"11.00%","83.55%","5.45%"
"22295-14-2015",2015,"Tako CX White S","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,900,"11.22%","83.22%","5.56%"
"22295-15-2016",2016,"Metsä Board Classic FBB (Simcote)","Metsä Board","Finland","Materials",1000,807,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22295-16-2016",2016,"Metsä Board Classic FBB CX (Tako Lite CX))","Metsä Board","Finland","Materials",1000,767,"25.03%","74.97%","0.00%"
"22295-17-2016",2016,"Metsä Board Natural FSB Cup - new product","Metsä Board","Finland","Materials",1000,369,"48.51%","51.49%","0.00%"
"22295-18-2016",2016,"Metsä Board Prime FBB (Carta Elega)","Metsä Board","Finland","Materials",1000,804,"22.87%","77.13%","0.00%"
"22295-19-2016",2016,"Metsä Board Prime FBB Bright (Carta Integra)","Metsä Board","Finland","Materials",1000,534,"36.70%","63.30%","0.00%"
"22295-20-2016",2016,"Metsä Board Prime FBB CX (Tako CX White S)","Metsä Board","Finland","Materials",1000,767,"28.07%","71.93%","0.00%"
"22295-21-2016",2016,"Metsä Board Prime FBB CXB (Carta Allura)","Metsä Board","Finland","Materials",1000,766,"27.32%","72.68%","0.00%"
"22295-2-2013",2013,"""Carta Elega is a fully coated folding boxboard, GC1, based on 100 % fresh forest fibres. Typical end uses are cosmetics and other luxury packagings and graphical applications.""","Metsä Board","Finland","Materials",1000,482,"26.35%","62.45%","11.20%"
"22295-2-2015",2015,"Carta Elega","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,804,"15.55%","77.11%","7.34%"
"22295-22-2016",2016,"Metsä Board Prime FBB CXL (Tako HiD L JTI)","Metsä Board","Finland","Materials",1000,767,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22295-23-2016",2016,"Metsä Board Prime FBB CXX (Tako HiD X JTI)","Metsä Board","Finland","Materials",1000,767,"28.07%","71.93%","0.00%"
"22295-24-2016",2016,"Metsä Board Pro FBB (Avanta Prima)","Metsä Board","Finland","Materials",1000,811,"21.21%","78.79%","0.00%"
"22295-25-2016",2016,"Metsä Board Pro FBB Bright (Carta Solida)","Metsä Board","Finland","Materials",1000,534,"36.70%","63.30%","0.00%"
"22295-26-2016",2016,"MetsäBoard Pro FBB CX (Tako CX Lite S)","Metsä Board","Finland","Materials",1000,776,"25.90%","74.10%","0.00%"
"22295-3-2013",2013,"""Avanta Prima is a fully coated folding boxboard, GC2, based on 100 % fresh forest fibress. Typical end uses are high-quality pharmaceuticals, daily cosmetics and food packagings.""","Metsä Board","Finland","Materials",1000,478,"24.43%","64.30%","11.27%"
"22295-3-2015",2015,"Avanta Prima","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,811,"14.06%","78.42%","7.52%"
"22295-4-2013",2013,"""Carta Solida is a fully coated BCTMP board with a white back, based on 100 % fresh forest fibres. Carta Solida is suitable for packaging and graphical end uses and it is available in reels and sheets.""","Metsä Board","Finland","Materials",1000,359,"42.34%","44.01%","13.65%"
"22295-4-2015",2015,"Carta Solida","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,534,"27.53%","63.30%","9.18%"
"22295-5-2013",2013,"""Carta Integra is a fully coated BCTMP board with a coated back,  based on 100 % fresh forest fibres. Carta Integra is suitable for graphical and packaging end uses and it is available in reels and sheets.""","Metsä Board","Finland","Materials",1000,359,"42.34%","44.01%","13.65%"
"22295-5-2015",2015,"Carta Integra","Metsä Board","Finland","""Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber""",1000,534,"27.53%","63.30%","9.18%"
"22295-6-2013",2013,"""Kemiart Brite is a tradional white top kraftliner for retail packages with large colour-printed areas and line pictures with excellent contrast, based on 100 % fresh forest fibres. It is used for corrugated packaging.""","Metsä Board","Finland","Materials",1000,398,"37.69%","47.74%","14.57%"
"22295-7-2013",2013,"""Batabak 515 is a fully coated bleached paperboard with uncoated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.""","Metsä Board","Finland","Materials",1000,781,"17.16%","76.31%","6.53%"
"22295-8-2013",2013,"""Batabak 580 is a fully coated bleached paperboard with  a coated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.""","Metsä Board","Finland","Materials",1000,792,"18.71%","74.84%","6.45%"
"22295-9-2013",2013,"""Batabak 510 is a fully coated bleached paperboard with uncoated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.""","Metsä Board","Finland","Materials",1000,781,"17.16%","76.31%","6.53%"
"22322-1-2014",2014,"Glass container","Owens-Illinois","USA","Materials",0.416,0.153,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22322-2-2014",2014,"Glass container","Owens-Illinois","USA","Materials",0.416,0.11,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22322-3-2014",2014,"Glass container","Owens-Illinois","USA","Materials",0.416,0.117,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22322-4-2014",2014,"Glass container","Owens-Illinois","USA","Materials",0.416,0.171,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22379-1-2014",2014,"BillerudKorsnäs Liquid LC","BillerudKorsnäs","Sweden","Materials",1000,407,"69.40%","9.70%","20.90%"
"22379-1-2015",2015,"BillerudKorsnäs Liquid LC","BillerudKorsnäs","Sweden","Containers & Packaging",1000,407,"69.40%","9.70%","20.90%"
"22645-1-2013",2013,"""TFT-LCD products is the use of the optical properties of liquid crystals to achieve the image display, liquid crystal main structure is poured into the vacuum between the two pieces of glass, glass, applied voltage and control the proper spacing of the deflection characteristics of the incident light can be changed to to image display. For the automobile products's TFT-LCD Module, the product is defined as B to B (Business to Business) products, ranging from the cradle to the door inventory, according to standard PCR system boundaries should be compulsory included in carbon footprint assessment phase are as follows:  . Mining and raw materials made  . Manufacture of major components  . Transport components  . Product assembly stage. The models 069LA of automobile panel was complete the dual certification of carbon footprint and water footprint  by SGS in 2011.""","Chunghwa Picture Tubes Ltd","Taiwan","Technology Hardware & Equipment",0.28,12,"57.00%","32.00%","11.00%"
"22710-1-2014",2014,"Coca-Cola (all packaging and sizes)","Coca-Cola HBC AG","Switzerland","""Food, Beverage & Tobacco""",1.093,0.1673,"84.28%","11.12%","4.60%"
"22710-1-2015",2015,"Coca-Cola (all packaging and sizes)","Coca-Cola HBC AG","Switzerland","Food & Beverage Processing",1.093,0.158,"38.37%","12.71%","48.93%"
"22710-1-2016",2016,"Coca-Cola (all packaging and sizes)","Coca-Cola HBC AG","Switzerland","""Food, Beverage & Tobacco""",1.093,0.147,"42.17%","10.98%","46.85%"
"22917-2-2015",2015,"Wind Turbine G90 2 Megawats","""Gamesa Corporación Tecnológica, S.A.""","Spain","Electrical Equipment and Machinery",361000,1251625,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22917-3-2015",2015,"Wind Turbine G114 2 Megawats","""Gamesa Corporación Tecnológica, S.A.""","Spain","Electrical Equipment and Machinery",400000,1532608,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22917-4-2015",2015,"Wind Turbine G128 5 Megawats","""Gamesa Corporación Tecnológica, S.A.""","Spain","Electrical Equipment and Machinery",600000,3718044,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"22917-5-2015",2015,"Wind Turbine G132 5 Megawats","""Gamesa Corporación Tecnológica, S.A.""","Spain","Electrical Equipment and Machinery",600000,3276187,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23195-10-2013",2013,"HP EliteDisplay E201 20-inch LED Backlit Monitor","Hewlett-Packard","USA","Technology Hardware & Equipment",7.1,300,"0.83%","46.90%","52.28%"
"23195-11-2013",2013,"HP Compaq LA2206xc 21.5-inch Webcam Monitor","Hewlett-Packard","USA","Technology Hardware & Equipment",8.3,380,"0.86%","43.06%","56.08%"
"23195-1-2013",2013,"HP LaserJet Enterprise M4555fskm MFP (note that this product is representative of 61 similar products for which full LCAs were performed)","Hewlett-Packard","USA","Technology Hardware & Equipment",52.5,16100,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23195-12-2013",2013,"HP Compaq LA2405x 24-inch LED Backlit Monitor","Hewlett-Packard","USA","Technology Hardware & Equipment",10.1,460,"1.04%","38.32%","60.63%"
"23195-2-2013",2013,"HP Envy 120 InkJet Printer","Hewlett-Packard","USA","Technology Hardware & Equipment",7.2,231.4,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23195-3-2013",2013,"HP ScanJet 7500 (note that this product is representative of 5 similar products for which full LCAs were performed)","Hewlett-Packard","USA","Technology Hardware & Equipment",10.61,262.1,"34.50%","13.16%","52.35%"
"23195-4-2013",2013,"HP Compaq Elite 8300 USDT PC","Hewlett-Packard","USA","Technology Hardware & Equipment",3.1,420,"0.52%","36.38%","63.10%"
"23195-5-2013",2013,"HP Compaq 8200 Elite SFF Business PC","Hewlett-Packard","USA","Technology Hardware & Equipment",7.6,500,"0.77%","33.23%","66.00%"
"23195-6-2013",2013,"HP Compaq Elite 8300 MT PC","Hewlett-Packard","USA","Technology Hardware & Equipment",11.2,580,"0.75%","26.92%","72.33%"
"23195-7-2013",2013,"HP EliteBook Folio 9470m","Hewlett-Packard","USA","Technology Hardware & Equipment",1.61,230,"0.47%","76.66%","22.87%"
"23195-8-2013",2013,"HP EliteBook 8460p Notebook PC","Hewlett-Packard","USA","Technology Hardware & Equipment",2.25,290,"0.59%","62.52%","36.89%"
"23195-9-2013",2013,"HP EliteBook 8570w Mobile Workstation","Hewlett-Packard","USA","Technology Hardware & Equipment",3,370,"0.24%","69.08%","30.68%"
"23634-10-2016",2016,"Canvas Wood Lateral","Herman Miller","USA","Consumer Durables & Apparel",70.2,54,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-11-2016",2016,"Canvas Wood Pedestal 2016","Herman Miller","USA","Consumer Durables & Apparel",88.7,77,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-1-2015",2015,"Embody Chair","Herman Miller","USA","""Consumer Durables, Household and Personal Products""",23.59,98,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"3768-1-2016",2016,"Natural Gas","CNX Resources","USA","Energy",0.0012701804,0.063,"5.69%","3.02%","91.29%"
"23634-1-2016",2016,"Embody Chair","Herman Miller","USA","Consumer Durables & Apparel",23.59,98,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-12-2016",2016,"Canvas Wood Tower","Herman Miller","USA","Consumer Durables & Apparel",107,43,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-13-2016",2016,"New Aeron Chair","Herman Miller","USA","Consumer Durables & Apparel",19.323,87,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-2-2015",2015,"Caper Stacking Chair","Herman Miller","USA","""Consumer Durables, Household and Personal Products""",9.53,26,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-2-2016",2016,"Caper Stacking Chair","Herman Miller","USA","Consumer Durables & Apparel",9.53,26,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-3-2015",2015,"Aeron Chair","Herman Miller","USA","""Consumer Durables, Household and Personal Products""",24.95,91,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-3-2016",2016,"Aeron Chair","Herman Miller","USA","Consumer Durables & Apparel",24.95,98,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-4-2015",2015,"Mirra 2 Chair","Herman Miller","USA","""Consumer Durables, Household and Personal Products""",19.05,105,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-4-2016",2016,"Mirra 2 Chair","Herman Miller","USA","Consumer Durables & Apparel",19.05,105,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-5-2015",2015,"""Sayl Work Chair, Suspension Back""","Herman Miller","USA","""Consumer Durables, Household and Personal Products""",17.24,82,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-5-2016",2016,"""Sayl Work Chair, Suspension Back""","Herman Miller","USA","Consumer Durables & Apparel",17.24,82,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-6-2015",2015,"Setu Multipurpose Chair with Lyris 2","Herman Miller","USA","""Consumer Durables, Household and Personal Products""",7.71,48,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-6-2016",2016,"Setu Multipurpose chair with Lyris 2","Herman Miller","USA","Consumer Durables & Apparel",7.71,48,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-7-2015",2015,"Celle Chair","Herman Miller","USA","""Consumer Durables, Household and Personal Products""",24.95,72,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-7-2016",2016,"Celle Chair","Herman Miller","USA","Consumer Durables & Apparel",24.95,72,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-8-2016",2016,"Aeron Work Stool","Herman Miller","USA","Consumer Durables & Apparel",34.93,102,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"23634-9-2016",2016,"Canvas Wood Credenza 2016","Herman Miller","USA","Consumer Durables & Apparel",99.5,76,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2377-1-2014",2014,"Graphite 2500 DECT","BT Group","United Kingdom","Telecommunication Services",1.4,4.7,"19.23%","2.99%","77.78%"
"2377-1-2015",2015,"Graphite 2500 DECT","BT Group","United Kingdom","Telecommunication Services",1.4,4.7,"19.23%","2.99%","77.78%"
"2377-2-2014",2014,"Home Hub 2.0","BT Group","United Kingdom","Telecommunication Services",1.1,57,"12.01%","0.37%","87.62%"
"2377-2-2015",2015,"Home Hub 2.0","BT Group","United Kingdom","Telecommunication Services",1.1,57,"11.86%","0.37%","87.78%"
"2377-3-2014",2014,"Home Hub 3.0","BT Group","United Kingdom","Telecommunication Services",1.2,33,"6.88%","1.07%","92.05%"
"2377-3-2015",2015,"Home Hub 3.0","BT Group","United Kingdom","Telecommunication Services",1.2,33,"6.88%","1.07%","92.05%"
"2377-4-2014",2014,"Vision+ box","BT Group","United Kingdom","Telecommunication Services",1.7,88,"11.23%","0.05%","88.72%"
"2377-4-2015",2015,"Vision+ box","BT Group","United Kingdom","Telecommunication Services",1.7,88,"11.23%","0.05%","88.72%"
"2555-1-2014",2014,"Carbon Black","Cabot Corporation","USA","Materials",1000,2280,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2688-1-2014",2014,"Multi Function Printer","Canon Inc.","Japan","Technology Hardware & Equipment",71,39,"55.85%","21.30%","22.86%"
"2688-2-2014",2014,"Multi Function Printer with a built-in facsimile","Canon Inc.","Japan","Technology Hardware & Equipment",30.98,57,"56.52%","21.55%","21.93%"
"2688-3-2014",2014,"Digital camera","Canon Inc.","Japan","Technology Hardware & Equipment",0.553,13,"63.81%","24.34%","11.85%"
"2688-4-2014",2014,"Single Lens Reflex camera system","Canon Inc.","Japan","Technology Hardware & Equipment",1.53,19,"57.39%","21.89%","20.73%"
"2802-1-2013",2013,"Ingeo--biopolymer (polylactid) made from corn starch","Cargill","USA","""Food, Beverage & Tobacco""",1,1.3,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2802-1-2014",2014,"Ingeo","Cargill","USA","""Food, Beverage & Tobacco""",1,1.3,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"28843-1-2013",2013,"""Series 29 Hydrant - Squat Hydrant suitable for use with water and neutral liquids, to a maximum temperature of 70 degrees centigrade. Complies with requirements of BS750:2006 and BSEN1074-2:2004 and EN14339:2005, underground hydrants. Also to BS EN 1074-6 for potable (drinking) water. This product has kitemark and WRAS approval. The 2938832112 replaces the 2928832112.""","AVK","United Kingdom","Capital Goods",13,31.33,"39.38%","56.85%","3.77%"
"28843-1-2014",2014,"Series 29/388 Squat Hydrant","AVK","United Kingdom","Capital Goods",13,30.05,"97.64%","0.13%","2.22%"
"28843-2-2013",2013,"""The series 21/75 is a resilient seat, wedge gate valve for isolation purposes, suitable for use with water and neutral liquids (sewage), to a maximum temperature of +70 degrees centegrade. The series 21/75 is a new alternative to a series 21/50 in some applications. Therefore where a 21/75 is sold we can calculate the emissions saved in contrast to the sale of a 21/50.""","AVK","United Kingdom","Capital Goods",41,94.08,"45.25%","46.95%","7.80%"
"28843-3-2013",2013,"""Gas Product - Small 555 series cast iron softseal valve, PN16. This series 555 softseal valve is a double-faced, resilient seat wedge gate valve. It is designed primarily for the isolation of natural gas and towns gas. Kitemark approved for GIS/V7 part 1.""","AVK","United Kingdom","Capital Goods",23,44.27,"72.07%","17.08%","10.84%"
"28843-3-2014",2014,"Series 555/300 Gate Valve","AVK","United Kingdom","Capital Goods",23,33.44,"99.48%","0.09%","0.43%"
"28843-4-2014",2014,"Series 21/50 Gate Valve","AVK","United Kingdom","Capital Goods",41,62.63,"97.85%","0.05%","2.11%"
"28843-5-2014",2014,"Series 202/31 Repair Clamp","AVK","United Kingdom","Capital Goods",7,57.07,"98.76%","0.02%","1.23%"
"28921-1-2016",2016,"See attached sheet","Pacific Coast Producers","USA","""Food, Beverage & Tobacco""",907.19,187.161,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"28933-1-2013",2013,"Ecoworx Carpet Tile with Shaw's Eco Solution Q Nylon 6 face fiber","""Shaw Industries Group, Inc.""","USA","Consumer Durables & Apparel",0.2679066667,14.6,"82.31%","9.52%","8.16%"
"28991-1-2016",2016,"PET preforms for bottles","Retal","Lithuania","Materials",0.03,0.0108,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2908-1-2013",2013,"Page Printer SPEEDIA N3600","""Casio Computer Co., Ltd.""","Japan","Consumer Durables & Apparel",45,2344,"11.52%","0.55%","87.92%"
"2908-1-2014",2014,"SPEEDIA N3600","""Casio Computer Co., Ltd.""","Japan","Consumer Durables & Apparel",45,2344,"11.52%","0.55%","87.92%"
"3022-1-2016",2016,"Lineal Alkyl Bencene (LAB)","""Compañía Española de Petróleos, S.A.U. CEPSA""","Spain","Energy",1000,6109,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"3022-2-2016",2016,"Lineal Alkyl Bencene (LAB)","""Compañía Española de Petróleos, S.A.U. CEPSA""","Spain","Energy",1000,890,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"30495-1-2016",2016,"E - Series Solar Panels (SPR-327NE-WHT-D AR modules)","SunPower Corporation","USA","Capital Goods",18.6,281,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"31487-1-2013",2013,"Droid Razr","Motorola Mobility","USA","Consumer Durables & Apparel",0.127,29.96,"0.07%","92.35%","7.59%"
"3193-1-2013",2013,"""50” TFT-LCD TV module which consisted of the following main components: PCBA, converter, TFT-LCD panel, LED backlight""","Innolux Corporation","Taiwan","Technology Hardware & Equipment",14.96,145,"60.00%","40.00%","0.00%"
"32738-1-2013",2013,"Can/Bottle vending machine  -30Selections  -Cooling / warming  - R744 Heat Pump Refrigeration System  - LED Lighting","Sanden","Japan","Capital Goods",342.462,3139.9,"28.42%","4.25%","67.33%"
"32738-1-2014",2014,"Vending Machine","Sanden","Japan","Capital Goods",342.462,2403.2,"35.98%","5.77%","58.25%"
"32738-1-2015",2015,"Vending Machine","Sanden","Japan","Electrical Equipment and Machinery",342.462,2268.1,"42.63%","6.67%","50.70%"
"32838-1-2015",2015,"Sodium sulphate","Crimidesa","Spain","Chemicals",1000,180,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"32838-1-2016",2016,"sodium sulphate","Crimidesa","Spain","Materials",1000,140,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"3329-2-2013",2013,"IP Phone","""Cisco Systems, Inc.""","USA","Technology Hardware & Equipment",3.5,278,"19.39%","7.40%","73.21%"
"3329-3-2013",2013,"Small Rack Mount Switch","""Cisco Systems, Inc.""","USA","Technology Hardware & Equipment",2,1473,"5.50%","2.10%","92.40%"
"33496-2-2014",2014,"Walmart Brand Products","Perfection Bakeries Inc.","USA","Food & Staples Retailing",454,164,"52.74%","27.75%","19.51%"
"33496-2-2015",2015,"Walmart Brand Products","Perfection Bakeries Inc.","USA","Food & Staples Retailing",454,179,"48.22%","25.37%","26.40%"
"33496-2-2016",2016,"Walmart Brand Products","Perfection Bakeries Inc.","USA","""Food, Beverage & Tobacco""",0.454,0.141,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"3435-1-2016",2016,"GMP (5'-Guanylate)","CJ Cheiljedang","South Korea","""Food, Beverage & Tobacco""",1000,24839,"34.13%","65.43%","0.43%"
"3435-2-2016",2016,"I&G (5'-Ribonucleotide)","CJ Cheiljedang","South Korea","""Food, Beverage & Tobacco""",1000,21126,"23.59%","75.93%","0.49%"
"3435-3-2016",2016,"IMP (5'-Inosinate)","CJ Cheiljedang","South Korea","""Food, Beverage & Tobacco""",1000,18042,"16.72%","83.07%","0.21%"
"3435-4-2016",2016,"L-Arginine","CJ Cheiljedang","South Korea","""Food, Beverage & Tobacco""",1000,26836,"29.89%","69.84%","0.26%"
"3435-5-2016",2016,"MSG (Monosodium Glutamate)","CJ Cheiljedang","South Korea","""Food, Beverage & Tobacco""",1000,3859,"22.73%","76.08%","1.19%"
"3435-6-2016",2016,"SUGAR","CJ Cheiljedang","South Korea","""Food, Beverage & Tobacco""",1000,114.8,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"34386-1-2016",2016,"Nicotine","CONTRAF-NICOTEX-TOBACCO GmbH","Germany","""Food, Beverage & Tobacco""",1,16.884,"23.57%","12.40%","64.03%"
"3448-1-2013",2013,"""Organic pigments. PCF value for organic pigments, cradle to gate""","Clariant AG","Switzerland","Materials",1,26,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
