code	lc	product_name_bg	product_name_de	product_name_el	product_name_en	product_name_es	product_name_fr	product_name_it	product_name_pl	generic_name_de	generic_name_el	generic_name_en	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_bg	ingredients_text_de	ingredients_text_el	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_nl	ingredients_text_pl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	monounsaturated-fat_value	monounsaturated-fat_unit	monounsaturated-fat_prepared_value	monounsaturated-fat_prepared_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	polyunsaturated-fat_prepared_value	polyunsaturated-fat_prepared_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	starch_value	starch_unit	starch_prepared_value	starch_prepared_unit	polyols_value	polyols_unit	soluble-fiber_value	soluble-fiber_unit	insoluble-fiber_value	insoluble-fiber_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-k_value	vitamin-k_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	folates_value	folates_unit	vitamin-b12_value	vitamin-b12_unit	pantothenic-acid_value	pantothenic-acid_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	zinc_value	zinc_unit	copper_value	copper_unit	manganese_value	manganese_unit	selenium_value	selenium_unit	iodine_value	iodine_unit	phylloquinone_value	phylloquinone_unit	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
00673518	en				Handcrafted sourdough										Plastic	en:plastic	Marks and Spencer	marks-and-spencer		Sourdough	en:sourdough			United Kingdom	en:united-kingdom	Marks and Spencer, Marks & Spencer	marks-and-spencer,marks-spencer	0																						100g	100g																																																																																																																							unknown			unknown				-5	-10	1	0								App - Open Food Facts, Apps
0289816001702	en				Brown Sourdough Bread							Sourdough Bread	420g		Paper Bag, Plastic Film	en:paper-bag,en:plastic-film	Tesco	tesco		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads	Vegetarian, Widely Recycled	en:vegetarian,en:widely-recycled	United Kingdom	en:united-kingdom	Tesco	tesco	0		United Kingdom	en:united-kingdom	United Kingdom	United Kingdom	united-kingdom	n/a	n-a				Water, _Wheat_ Flour, Wholemeal _Wheat_ Flour, Salt, _Wheat_ Fibre, Molasses, Malted _Barley_ Flour.					Gluten	en:gluten				100g	100g	963	kJ			228	kcal			0.5	g			0.1	g			44	g			1.2	g			6.2	g			8.7	g			0.8	g			0.32	g					963	kJ																																																																								en:bread	en:cereals-and-potatoes,en:bread	3	en:3-processed-foods	a	-5	unknown				5	-2	0	0								App - yuka, Apps
5099867005575	en				Gourmet Sourdough Hamburger Buns							Sourdough Hamburger Buns			Plastic	en:plastic	Bundys	bundys		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			Ireland	en:ireland			0																						100g	100g					249	kcal			3.2	g			0.42	g			44.1	g			4.73	g			3.2	g			9.37	g			1.06	g			0.424	g					249	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread		unknown	b	0	unknown				-5	-10	1	0								App - yuka, Apps
5391526416136	en				Sourdough Spelt & Oats									67 g	Plastic	en:plastic	Gallagher's Bakehouse	gallagher-s-bakehouse		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			Ireland	en:ireland			0																						100g	100g	1211	kJ			288	kcal			6	g			0.7	g			44.7	g			3.2	g			6.2	g			10.6	g			0.75	g			0.3	g					1211	kJ																																																																								en:bread	en:cereals-and-potatoes,en:bread		unknown	a	-4	unknown				-5	-10	1	0								App - yuka, Apps
5025125000020	en				Craft beeer giabattin										Mixed plastic film-film, Paper-bag	en:mixed-plastic-film-film,en:paper-bag	"Jason’s Sourdough"	jason-s-sourdough						United Kingdom	en:united-kingdom			0																						100g	100g					238	kcal			1	g			0.30000001192093	g			47	g			1.7999999523163	g							11	g			0.95	g			0.38	g					238	kcal																																																																											unknown			unknown				-5	-2	0	0								App - yuka, Apps, App - Horizon
4088600072029	en				2 Sourdough Baguettes										Film, Mixed plastic-film	en:film,en:mixed-plastic-film	Aldi	aldi						United Kingdom	en:united-kingdom	Aldi	aldi	0																						100g	100g					291	kcal			1.3	g			0.4	g			58	g			2.7	g							10	g			1.1	g			0.44	g					291	kcal																																																																											unknown			unknown				-5	-1	0	0								App - yuka, Apps, App - Horizon
4056489227502	en				Spicy Italian  Schiacciata Salami Sourdough Pizza										Card-box, Card-tray, Mixed plastic-film	en:card-box,en:card-tray,en:mixed-plastic-film	Deluxe lidl	deluxe-lidl						United Kingdom	en:united-kingdom			0																						100g	100g																																																																																																																							unknown			unknown				-5	-15	0	0								App - Horizon, Apps
9312743010859	en				Super Natural Sourdough Bread								680 g	80g	Plastic	en:plastic	Alpine Breads	alpine-breads		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads	Vegetarian, Vegan, Australian made, Health Star Rating, Health Star Rating 5	en:vegetarian,en:vegan,en:australian-made,en:health-star-rating,en:health-star-rating-5	Australia	en:australia			0		Australia	en:australia									Wheat flour, water, mixed seeds 15.5% (sunflower seeds, linseed, lentils red, buckwheat), soy grits 12%, sprouted mixed grains 6% [fermented rye sour (rye flour), kibbled barley, kibbled rye, kibbled mung beans, lentils, kibbled soy), wheat gluten, iodised salt, yeast, emulsifier (481), Vitamins (Thiamin, Folate). Contains: gluten and soy. May contain: sesame seeds Suitable for vegans					Gluten, Soybeans	en:gluten,en:soybeans	Sesame seeds	en:sesame-seeds		100g	100g	1080	kJ							5.6	g			0.9	g			30.8	g			5	g			9.9	g			16.1	g			0.08636	g			0.034544	g					1080	kJ			2.2	g			2.5	g			0.1	g																																																												en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products	a	-6	unknown				3	-10	1	0								App - Open Food Facts, Apps
9339687167838	en				Dark Rye sourdough loaf								500 g	100g	Plastic, Paper	en:plastic,en:paper	Crafted Bakery	crafted-bakery		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Rye breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:rye-breads	Australian made	en:australian-made	Australia	en:australia	Woolworths	woolworths	0												Wheat Flour, Water, Rye Flour (14%), Sourdough Culture (Wheat Flour, Water), lodised Salt, Barley Malt Flour, Wheat Gluten, Rice Flour, Vitamins (Thiamin, Folic Acid). ALLERGEN ADVICE Contains: Gluten. May be present: Egg, Milk, Peanuts, Soybeans, Sesame Seeds, Tree Nuts, Sulphites and Lupin.					Gluten	en:gluten	Eggs, Lupin, Milk, Nuts, Peanuts, Sesame seeds, Soybeans, Sulphur dioxide and sulphites	en:eggs,en:lupin,en:milk,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans,en:sulphur-dioxide-and-sulphites		100g	100g	1070	kJ			257	kcal			2.2	g			0.4	g			45.8	g			1.3	g			5.3	g			10.1	g			1.18	g			0.472	g					1070	kJ											0.1	g																																																												en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products	a	-2	b	79		7125	-5	-11	1	0								App - yuka, Apps, App - Open Food Facts
9353916000901	en				Wholemeal Sourdough								900 g	50g	Plastic	en:plastic	Jesse's Bakery	jesse-s-bakery		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Wholemeal breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:wholemeal-breads			Australia	en:australia	Coles	coles	0					Botany NSW Australia	botany-nsw-australia						Wholemeal Wheat Flour (34%), Water, Wheat Flour, Sour Culture (Wheat Flour, Water), Salt, Malt Wheat Flour. AL Contains: Wheat. Possible traces of: Sesame Seeds, Tree  Nuts, Soy, Egg, Milk.					Gluten	en:gluten	Eggs, Milk, Nuts, Sesame seeds, Soybeans	en:eggs,en:milk,en:nuts,en:sesame-seeds,en:soybeans		100g	100g	916	kJ							1.1	g			0.2	g			42.4	g			1	g							6.7	g			2.1336	g			0.85344	g					916	kJ																																																																								en:bread	en:cereals-and-potatoes,en:bread	3	en:3-processed-foods	d	11	unknown				-5	-10	1	0								App - Open Food Facts, Apps
5057172140695	en				Chargrilled Vegetable & Basil Pesto Sourdough Pizza							Sourdough pizza base topped with seasoned tomato sauce, mozzarella cheese, chargrilled courgettes, red and yellow peppers, red onions and basil pesto	479g		Container	en:container	ASDA	asda		Meals, Pizzas pies and quiches, Pizzas, Vegetable pizza	en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:vegetable-pizza	Vegetarian	en:vegetarian	United Kingdom	en:united-kingdom	ASDA	asda	0		United Kingdom	en:united-kingdom	United Kingdom	United Kingdom	united-kingdom						Fortified Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Tomatoes, Water, Mozzarella Cheese (Milk) (14%), Chargrilled Courgettes (5%) [Courgettes, Sunflower Oil], Grilled Peppers in varying proportions (4%) [Yellow Peppers, Red Peppers], Red Onions (4%), Basil Pesto (3%) [Rapeseed Oil, Basil, Sunflower Oil, Vegetarian Hard Cheese (Milk), Salt, Cornflour, Garlic Purée, Spinach], SunBlush® Baby Plum Tomatoes (3%) [Baby Plum Tomatoes, Rapeseed Oil, Salt, Garlic, Oregano], Tomato Paste, Extra Virgin Olive Oil, Wheat Gluten, Wheat, Durum Wheat, Sugar, Salt, Cornflour, Yeast, Rosemary, Basil, Dextrose, Garlic Purée, Black Pepper, Lemon Juice, Acidity Regulator (Citric Acid)					Gluten, Milk	en:gluten,en:milk				100g	100g	824	kJ			196	kcal			6.5	g			2.3	g			25	g			4.8	g			2	g			8.1	g			0.85	g			0.34	g					824	kJ																																																																							https://groceries.asda.com/product/extra-special-pizza/asda-extra-special-chargrilled-vegetable-basil-pesto-sourdough-pizza/1000157817662	en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches	4	en:4-ultra-processed-food-and-drink-products	b	1	c	55		25472	5	-10	0	0								App - yuka, Apps
5054775580187	en				Sourdough bloomer										Mixed plastic film-sleeve, Paper-sleeve	en:mixed-plastic-film-sleeve,en:paper-sleeve	Tesco	tesco						United Kingdom	en:united-kingdom	Tesco	tesco	0																						100g	100g					232	kcal			0.80000001192093	g			0.20000000298023	g			45.5	g			2.2000000476837	g							9.3000001907349	g			0.89999997615814	g			0.359999990463256	g					232	kcal																																																																											unknown			unknown				-5	-11	1	0								App - yuka, Apps, App - Horizon
9327189000142	en				Bill's Carb Smart HEMP Sourdough bread							Bill's hemp bread	620g	Sliced bread. 45g.	Plastic bag	en:plastic-bag	Bill's Bread	bill-s-bread		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads	Whole grains; ACO Certified Organic;	en:whole-grains-aco-certified-organic	Australia	en:australia	Coles	coles	0		93% Australian	en:93-australian		Made in Australia with at least 93% Australian ingredients.	made-in-australia-with-at-least-93-australian-ingredients						Certified organic stoneground wholemeal flour; filtered water; certified organic linseed meal, linseeds, sunflower seeds, pumpkin seeds, hemp seeds, psyllium husk, kibbled wheat, molasses and sunflower oil; lecithin, Himalayan pink rock salt.										100g	100g	965	kJ							4.7	g			0.8	g			31.1	g			0.5	g																					965	kJ																																																																							www.billsorganics.com.au	en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products			unknown				-5	-10	1	0								
9327189000043	en				100% wholemeal sourdough bread								620g		Plastic	en:plastic	Bills	bills		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			Australia	en:australia			0																						100g	100g																																																																																																																				en:bread	en:cereals-and-potatoes,en:bread		unknown			unknown				-5	-10	1	0								
9310174149261	en				McCain Rustica Sourdough Spinach & Mozzarella							Spinach & Mozzarella pizza			Cardboard, Frozen	en:cardboard,en:frozen	McCains	mccains		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Frozen foods, Meals, Pizzas pies and quiches, Breads, Pizzas, Frozen pizzas and pies, Frozen pizzas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:breads,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas			Australia	en:australia	Woolworths	woolworths	0																						100g	100g																																																																																																																				en:bread	en:cereals-and-potatoes,en:bread		unknown			unknown				-5	-1	0	0								
9300633394028	en				Parmesan & Onion Sourdough Cobb								520g		Plastic, Paper	en:plastic,en:paper	Woolworths	woolworths		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sourdough Bread	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sourdough-bread			Australia	en:australia	Woolworths	woolworths	0					Australia	australia															on	100g	100g																																																																																																																			https://www.woolworths.com.au/Shop/Browse/bakery/rolls-wraps-flatbreads?name=woolworths-bread-rolls-cobb-parmesan-onion&productId=749956	en:bread	en:cereals-and-potatoes,en:bread		unknown			unknown				-5	-11	1	0								
9300633394042	en				Sourdough Cobb								520g		Plastic, Paper Bag	en:plastic,en:paper-bag	Woolworths	woolworths		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sourdough Bread	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sourdough-bread			Australia	en:australia	Woolworths	woolworths	0		Australia	en:australia		Australia	australia						Wheat Flour, Sourdough (Contains Wheat Flour Culture). Water, Wholemeal Wheat Flour, Iodized Salt, Yeast, Malted Wheat Flour, Vitamins (Thiamin, Folate) Contains Gluten					Gluten	en:gluten	Eggs, Milk, Nuts, Peanuts, Sesame seeds, Soybeans, Sulphur dioxide and sulphites	en:eggs,en:milk,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans,en:sulphur-dioxide-and-sulphites	on	100g	100g																																																																																																																				en:bread	en:cereals-and-potatoes,en:bread	3	en:3-processed-foods			unknown				3	-11	1	0								
5060099290008	en				Traditional wheat & rye sourdough bread							Polish Bread	800g	40g	Plastic bag	en:plastic-bag	The Polish Bakery	the-polish-bakery		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			United Kingdom	en:united-kingdom	food & wine	food-wine	0												Wheat Flour (45%), water, rye flour 11%, rye sourdough 9% (rye flour 67%, water), yeast, sea salt, rye and wheat bran, emulsifier (monoglycerides of fatty acids,  diglycerides of fatty acids)					Gluten	en:gluten				100g	100g	981	kJ			249	kcal			1	g			0.2	g			51	g			0.8	g			0	g			7.4	g			1.3	g			0.52	g					981	kJ																																																																								en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products	c	3	unknown				-5	-10	1	0								App - yuka, Apps
5060099290015	en				Chelb Polski Polish Bread							Half-rye sourdough bread	400 g	40 g	Plastic, Ldpe-bag, Plastic bag	en:plastic,en:ldpe-bag,en:plastic-bag	The Polish Bakery	the-polish-bakery		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, fr:Pains au levain, fr:Pains tranchés	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,fr:pains-au-levain,fr:pains-tranches			United Kingdom	en:united-kingdom			0												wheat  flour 45 %, water,  rye  flour 11%,  rye  sourdough ( rye  sourdough 67 %,  water 11 %), fresh yeast, sea salt,  rye  and  wheat  bran, émulsifier (mono and diglycerides of fatty acids),					Gluten	en:gluten				100g	100g	981	kJ							1.5	g			0.2	g			51.1	g			1.2	g			6.6	g			5.7	g			1	g			0.4	g					981	kJ																																																																								en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products	a	-2	unknown				-5	-8	0	0								App - Horizon, App - InFood, Apps
00371872	fr						4 Sourdough Rolls						280 g	70g	Plastique	en:plastic	marks et spencer	marks-et-spencer		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains précuits"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:pre-baked-breads			France	en:france	marks & spencer	marks-spencer	0					united kingdom	united-kingdom								Farine de blé contient Gluten (avec Farine de blé, Carbonate de calcium, Fer, Niacine, Thiamine) Eau Fibresde blé (contient Gluten) Levure (Levure Levure enrichie en vitamine D) Farine de blé malté (contient Gluten) Sel Gluten de blé Vinaigre Emulsifiant : E472e Agent de traitement de la farine : Acide ascorbique Huile de tournesol			Gluten	en:gluten	Gluten	en:gluten		100g	100g					233	kcal			2	g			0.6	g			39.9	g			1.8	g			7.8	g			9.9	g			1.13	g			0.452	g			0	% vol	233	kcal																											0.75	µg																																												en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products	a	-3	unknown				-5	-10	1	0								App - yuka, Apps
0230056203999	en				Baked in store sliced sourdough tuscan loaf																			United States	en:united-states			0																						100g	100g					263.15789473684	kcal			0	g			0	g			52.631578947368	g			0	g			1.7543859649123	g			8.7719298245614	g			1.5350877192982	g			0.61403508771928	g					263.15789473684	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0021130184408	en				English Muffins Sourdough								6 muffins	1 MUFFIN (2 oz)	Bag	en:bag	Signature Select	signature-select	Safeway, Inc.	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			United States	en:united-states			0												"UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, YEAST, SUGAR, CORN MEAL, WHEAT GLUTEN, FUMARIC ACID, LACTIC ACID, MALIC ACID, ACETIC ACID, SEA SALT, CALCIUM PROPÍONATE AND SORBIC ACID (TO RETARD SPOILAGE), ASCORBIC ACID, ENZYMES. CONTAINS: WHEAT."					Gluten	en:gluten				100g	100g					192.98245614035	kcal			0.87719298245614	g			0	g			38.59649122807	g			1.7543859649123	g			1.7543859649123	g			5.2631578947368	g			0.92105263157895	g			0.36842105263158	g					192.98245614035	kcal			0	g			0	g			0	g	0	mg																																			140	mg	105	mg			2.46	mg																en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products	b	2	unknown				-5	-10	0	0		2018-01-19T00:00:00Z	Breads & Buns	LI	527288	2018-01-19T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, App - Open Food Facts, Apps, App - Yuka
5060198820090	en				"Peter’s Yard Sourdough Crispbreads"		Tesco Southern Fried Chicken Bites						100g		Cardboard box, Plastic bag	en:cardboard-box,en:plastic-bag	"Peter’s Yard"	peter-s-yard		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Crispbreads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads	Vegetarian, No artificial flavors, No artificial preservatives, No artificial colors	en:vegetarian,en:no-artificial-flavors,en:no-artificial-preservatives,en:no-artificial-colors	France, Spain	en:france,en:spain			0		United Kingdom	en:united-kingdom									Spelt wheat flour, milk, fig pieces, sourdough, rye flour, water, honey, sea salt					Gluten, Milk	en:gluten,en:milk			off	100g	100g					381	kcal			3.5	g			1.1	g			79.4	g			8	g			6.9	g			11.8	g			1.7	g			0.68	g					381	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread	3	en:3-processed-foods	c	8	unknown				5	-11	1	0								App - elcoco, App - yuka, Apps, App - El CoCo, App - Horizon, App - Open Food Facts
4099100255409	en				Sourdough pita crackers								5 oz											United States	en:united-states			0																						100g	100g					433.33333333333	kcal			15	g			1.6666666666667	g			66.666666666667	g			6.6666666666667	g			3.3333333333333	g			10	g			2.5	g			1	g					433.33333333333	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0205242008993	en				Honey wheat sourdough								1 l							Plant-based foods and beverages, Plant-based foods, Cereals and potatoes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes			United States	en:united-states			0																						100g	100g																																																																																																																				en:cereals-and-potatoes	en:cereals-and-potatoes		unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0041780202680	en				Sourdough specials																			United States	en:united-states			0																						100g	100g					382	kcal			4.5	g			1.5	g			73.3	g			0.3	g							4	g			8.2	g			3.28	g					382	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0280963002505	en				Tesco large white sourdough bloomer																			United Kingdom	en:united-kingdom	Tesco	tesco	0																						100g	100g					240	kcal			1.1	g			0.2	g			46.8	g			1.5	g			2.3	g			9.7	g			1	g			0.4	g					240	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0227109002258	en				Seeded sourdough bread																			United Kingdom	en:united-kingdom			0																						100g	100g					200	kcal			1	g			1	g			5	g			0	g			5	g			5	g			1	g			0.4	g					200	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
5057172406470	en				4 Belgian Chocolate and Sourdough Hot Cross Buns												Asda	asda		Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Sweet snacks, Biscuits and cakes, Breads, Pastries, Buns, Biscuit-snack-with-chocolate-filling	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:biscuits-and-cakes,en:breads,en:pastries,en:buns,en:biscuit-snack-with-chocolate-filling			United Kingdom	en:united-kingdom			0																						100g	100g					294	kcal			6.9	g			3.8	g			47	g			17	g			2.9	g			9.7	g			0.41	g			0.164	g					294	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread		unknown	b	2	unknown		1		-5	-15	1	0								App - Yuka, Apps
0624278701485	fr						Sourdough organic bread																	Canada	en:canada			0																						100g	100g					258.06451612903	kcal			3.2258064516129	g			0.64516129032258	g			41.935483870968	g			3.2258064516129	g			3.2258064516129	g			12.903225806452	g			0.5241935483871	g			0.20967741935484	g					258.06451612903	kcal																																																																														unknown		1		-5	-15	1	0								App - Yuka, Apps
0077975022214	en				sourdough nibblers									1 PACKAGE (42.5 g)			Snyder's Of Hanover,  Snyder's-Lance  Inc.	snyder-s-of-hanover,snyder-s-lance-inc	Snyder's-Lance, Inc.	Snacks	en:snacks			United States	en:united-states			0												Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid). water. salt, yeast, natural flavor, vitamin e (mixed tocopherols) added to preserve freshness, soda.					Gluten	en:gluten				100g	100g					380.95238095238	kcal			1.1904761904762	g			0	g			83.333333333333	g			0	g			2.3809523809524	g			9.5238095238095	g			2.2619047619048	g			0.90476190476192	g					380.95238095238	kcal			0	g			0	g			0	g	0	mg											0	IU					0	mg	1	mg	0.4	mg	4.706	mg													0	mg			4.24	mg																		4	en:4-ultra-processed-food-and-drink-products	d	12	unknown		1		-5	-15	1	0		2018-01-19T00:00:00Z	Chips, Pretzels & Snacks	LI	633386	2018-01-19T00:00:00Z	2019-12-06T00:00:00Z	Databases, database-usda, Database - USDA NDB, App - Yuka, Apps
0096784460819	en				Sourdough Bread																	No preservatives	en:no-preservatives	United States	en:united-states			0																						100g	100g					270.27027027027	kcal			2.7027027027027	g			0	g			54.054054054054	g			2.7027027027027	g			2.7027027027027	g			10.810810810811	g			1.4864864864865	g			0.5945945945946	g					270.27027027027	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0098163001101	en				Sliced Sourdough								32 oz											United States	en:united-states			0																						100g	100g					248.83720930233	kcal			0.69767441860465	g			0	g			4.6511627906977	g			0.93023255813953	g			1.8604651162791	g			9.3023255813953	g			1.2209302325581	g			0.48837209302324	g					248.83720930233	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0021130183432	en				Sourdough Bread									1 SLICE (38 g)					Safeway, Inc.	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			United States	en:united-states			0												Enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamine mononitrate, riboflavin, folic acid), water, yeast, rye flour, salt, sugar, wheat gluten, soybean oil, corn flour, grain vinegar, cultured wheat starch, malic acid, monocalcium phosphate, datem, lactic acid, acetic acid, polysorbate 60, monoglycerides, soy lecithin, potassium iodate, cultured wheat flour.					Gluten, Soybeans	en:gluten,en:soybeans				100g	100g					263.16	kcal			2.63	g			0	g			50	g			2.63	g			2.63	g			7.89	g			1.4705	g			0.5882	g					263.16	kcal			0	g			0	g			0	g	0	mg																																			105	mg	132	mg			2.89	mg																en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products	c	3	unknown		1		-5	-15	1	0		2018-08-10T00:00:00Z	Breads & Buns	LI	556130	2018-08-10T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, App - yuka, Apps
0207191003999	en				Sourdough Bread																			United States	en:united-states			0																						100g	100g					228.0701754386	kcal			0.87719298245614	g			0	g			49.122807017544	g			0	g			1.7543859649123	g			8.7719298245614	g			1.359649122807	g			0.5438596491228	g					228.0701754386	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
