date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
19951208,6.0,5.2,44.0,6.2,2.4,-0.3,0.0,102250.0,0.0
19951209,1.0,6.8,51.0,2.3,2.0,-2.3,0.0,103410.0,0.0
19951210,0.0,0.2,16.0,7.9,-0.9,-4.1,0.1,103730.0,0.0
19951211,7.0,4.9,42.0,7.3,2.0,-3.9,0.0,103480.0,0.0
19951212,8.0,0.0,12.0,8.2,4.3,1.3,0.1,103410.0,0.0
19951213,7.0,0.0,12.0,5.5,6.4,4.7,0.3,103340.0,0.0
19951214,7.0,1.1,22.0,4.5,4.6,3.8,0.0,103080.0,0.0
19951215,8.0,0.0,12.0,6.1,3.4,2.3,0.6,102480.0,0.0
19951216,7.0,0.0,12.0,5.3,4.0,1.8,0.0,101980.0,0.0
19951217,8.0,0.0,12.0,5.4,4.6,3.8,2.2,101640.0,0.0
19951218,8.0,0.0,12.0,6.1,4.4,3.5,0.0,101770.0,0.0
19951219,8.0,0.0,12.0,5.5,4.8,3.4,27.8,101540.0,0.0
19951220,7.0,1.8,26.0,12.6,3.6,1.7,1.3,101330.0,0.0
19951221,8.0,0.0,12.0,13.6,6.6,0.7,13.8,101040.0,0.0
19951222,8.0,1.0,22.0,6.3,7.2,0.7,8.4,98990.0,0.0
19951223,8.0,0.0,12.0,5.8,6.1,5.9,6.2,98810.0,0.0
19951224,7.0,0.8,20.0,3.5,4.4,2.9,0.1,99750.0,0.0
19951225,3.0,3.6,36.0,2.1,0.7,-2.1,0.0,99960.0,0.0
19951226,2.0,5.5,44.0,0.7,-1.4,-5.0,0.4,100790.0,0.0
19951227,7.0,0.0,12.0,0.3,-1.5,-3.7,0.0,101560.0,0.0
19951228,5.0,3.5,36.0,2.9,-1.8,-3.8,0.0,101680.0,0.0
19951229,2.0,7.3,52.0,2.6,-0.8,-4.6,0.0,101430.0,0.0
19951230,8.0,0.0,12.0,4.2,-0.5,-3.6,9.9,99760.0,0.0
19951231,8.0,0.0,13.0,6.3,1.5,-1.2,0.0,99350.0,0.0
19960101,7.0,0.0,13.0,6.8,3.8,1.2,0.1,100020.0,0.0
19960102,8.0,0.0,13.0,6.4,4.8,2.7,0.0,101230.0,0.0
19960103,8.0,0.0,13.0,7.6,5.0,3.6,0.0,102030.0,0.0
19960104,7.0,0.9,22.0,8.6,5.4,3.2,4.1,100900.0,0.0
19960105,8.0,0.0,13.0,10.6,6.6,4.6,3.1,99810.0,0.0
19960106,8.0,0.1,15.0,11.3,8.2,5.8,6.6,99110.0,0.0
19960107,7.0,2.0,30.0,12.6,8.5,5.7,0.4,98940.0,0.0
19960108,7.0,0.0,13.0,11.6,9.7,6.8,20.6,100050.0,0.0
19960109,7.0,0.3,18.0,11.9,9.7,7.8,0.3,99630.0,0.0
19960110,7.0,0.8,23.0,10.8,8.3,4.7,0.0,100430.0,0.0
19960111,8.0,0.0,14.0,11.5,8.4,6.1,0.9,99330.0,0.0
19960112,7.0,0.3,19.0,12.4,9.4,7.4,0.7,99300.0,0.0
19960113,7.0,2.0,32.0,12.7,11.0,9.7,0.0,100640.0,0.0
19960114,7.0,4.1,44.0,10.2,9.8,7.0,0.0,101430.0,0.0
19960115,6.0,0.5,21.0,7.3,7.0,3.7,0.1,102240.0,0.0
19960116,7.0,0.1,17.0,11.2,6.2,5.0,0.0,102780.0,0.0
19960117,5.0,2.9,39.0,6.6,8.0,4.7,0.0,102530.0,0.0
19960118,8.0,0.0,15.0,8.2,5.1,3.6,0.0,102040.0,0.0
19960119,8.0,0.0,16.0,4.4,5.8,3.3,0.0,101370.0,0.0
19960120,7.0,0.0,16.0,4.4,4.2,4.0,0.0,100910.0,0.0
19960121,8.0,0.0,16.0,6.7,3.0,1.5,0.0,101530.0,0.0
19960122,7.0,0.0,16.0,4.5,4.2,1.7,0.0,101060.0,0.0
19960123,8.0,0.0,17.0,4.8,4.0,3.5,4.4,100620.0,0.0
19960124,8.0,0.0,17.0,0.1,3.4,1.9,0.0,100690.0,0.0
19960125,8.0,0.0,17.0,-1.2,-0.2,-0.6,0.0,101250.0,0.0
19960126,6.0,1.1,31.0,2.5,-2.2,-3.2,0.1,101630.0,0.0
19960127,7.0,3.4,48.0,1.8,-1.4,-5.3,0.1,101680.0,0.0
19960128,8.0,0.0,18.0,2.2,-1.3,-4.4,0.0,101990.0,0.0
19960129,8.0,0.0,18.0,3.5,1.1,0.0,0.0,101850.0,0.0
19960130,8.0,0.0,19.0,5.6,1.6,-0.3,0.0,102370.0,0.0
19960131,3.0,6.8,71.0,5.2,3.3,1.0,0.0,102430.0,0.0
19960201,2.0,7.7,77.0,3.0,1.5,-2.2,0.0,101720.0,0.0
19960202,7.0,2.6,47.0,5.2,0.5,-2.0,0.0,101440.0,0.0
19960203,4.0,4.5,61.0,4.7,2.0,-1.2,0.0,101890.0,0.0
19960204,6.0,3.1,52.0,1.6,2.0,-0.6,0.0,102080.0,0.0
19960205,5.0,0.9,34.0,1.0,-1.4,-4.3,0.6,100940.0,0.0
19960206,8.0,0.0,21.0,1.9,-0.4,-1.8,0.4,99570.0,1.0
19960207,7.0,0.0,21.0,6.7,-0.8,-3.5,0.1,99570.0,0.0
19960208,4.0,6.6,79.0,7.2,1.9,-2.9,0.3,101260.0,0.0
19960209,7.0,0.0,22.0,10.5,2.6,-2.0,8.9,100770.0,0.0
19960210,5.0,1.9,47.0,9.2,7.0,3.5,0.7,100120.0,0.0
19960211,7.0,0.6,34.0,5.7,7.4,5.6,10.1,100540.0,0.0
19960212,7.0,1.5,44.0,5.8,4.4,3.2,0.6,98960.0,0.0
19960213,7.0,0.1,27.0,6.0,4.3,2.8,0.0,101280.0,0.0
19960214,5.0,3.1,60.0,6.9,3.9,1.8,0.0,103340.0,0.0
19960215,6.0,0.1,28.0,13.1,2.2,-2.5,0.0,103570.0,0.0
19960216,5.0,5.1,78.0,10.4,6.6,0.2,0.0,102530.0,0.0
19960217,7.0,2.3,56.0,9.1,8.0,5.6,5.4,102080.0,0.0
19960218,6.0,6.5,91.0,3.8,7.0,5.0,0.8,99680.0,0.0
19960219,6.0,4.2,74.0,1.8,2.4,0.9,2.4,100560.0,0.0
19960220,5.0,4.7,80.0,2.9,-0.2,-2.3,0.0,102360.0,3.0
19960221,3.0,5.4,86.0,5.9,0.5,-1.9,1.3,102770.0,1.0
19960222,7.0,0.4,37.0,8.6,0.6,-4.6,0.1,101940.0,1.0
19960223,7.0,4.6,82.0,9.4,4.0,-0.5,3.3,101260.0,0.0
19960224,8.0,0.1,33.0,7.6,6.0,2.7,10.3,99870.0,0.0
19960225,7.0,0.2,35.0,10.1,6.2,4.8,3.4,99540.0,0.0
19960226,3.0,7.4,108.0,11.2,5.5,0.9,0.3,100780.0,0.0
19960227,2.0,9.2,123.0,9.9,4.6,-2.0,0.0,101980.0,0.0
19960228,2.0,7.9,115.0,11.3,4.7,-0.5,0.0,102860.0,0.0
19960229,2.0,9.6,129.0,8.6,5.5,-0.3,0.0,103420.0,0.0
19960301,7.0,0.0,35.0,7.4,4.8,1.1,0.5,103350.0,0.0
19960302,7.0,0.0,36.0,8.1,5.4,3.4,0.4,102880.0,0.0
19960303,8.0,0.0,36.0,8.0,6.1,4.1,0.8,102310.0,0.0
19960304,8.0,0.2,44.0,7.5,6.1,4.2,0.0,102470.0,0.0
19960305,8.0,0.1,42.0,10.2,6.6,5.6,0.0,102810.0,0.0
19960306,7.0,1.2,64.0,4.7,7.2,4.2,0.0,102890.0,0.0
19960307,6.0,1.5,69.0,7.6,3.6,2.6,0.0,102230.0,0.0
19960308,7.0,1.1,64.0,7.0,5.1,2.6,9.9,101770.0,0.0
19960309,6.0,1.1,65.0,10.0,3.4,-0.3,0.3,101970.0,0.0
19960310,5.0,9.0,155.0,7.3,6.4,2.7,0.0,102710.0,0.0
19960311,5.0,4.3,109.0,3.6,1.8,-3.7,0.2,102170.0,0.0
19960312,8.0,0.0,42.0,4.5,1.6,-0.3,0.0,101360.0,0.0
19960313,7.0,5.7,128.0,5.5,1.6,-1.2,0.0,100980.0,0.0
19960314,7.0,2.9,96.0,12.3,2.4,-0.7,0.0,100650.0,0.0
19960315,6.0,5.1,124.0,6.9,6.4,0.5,0.0,100670.0,0.0
19960316,8.0,0.0,44.0,11.5,5.1,3.3,0.9,100980.0,0.0
19960317,4.0,5.9,136.0,11.3,5.4,-0.7,0.0,101630.0,0.0
19960318,7.0,4.1,116.0,9.1,6.2,1.1,0.0,101780.0,0.0
19960319,7.0,1.8,86.0,7.1,5.6,2.1,0.0,101730.0,0.0
19960320,8.0,0.0,47.0,9.6,4.0,1.0,3.6,101000.0,0.0
19960321,8.0,0.0,48.0,11.4,5.6,1.6,1.9,100440.0,0.0
19960322,8.0,0.0,48.0,15.1,9.0,6.7,5.9,101210.0,0.0
19960323,8.0,0.5,65.0,9.0,11.0,7.0,0.0,101550.0,0.0
19960324,8.0,0.0,49.0,11.7,8.3,7.6,0.0,102130.0,0.0
19960325,8.0,0.3,62.0,6.5,8.3,4.9,6.9,101760.0,0.0
19960326,8.0,0.0,51.0,7.7,5.2,4.0,0.1,101830.0,0.0
19960327,5.0,8.9,185.0,9.6,4.0,0.2,0.0,102500.0,0.0
19960328,6.0,4.9,140.0,10.3,4.0,-1.6,0.0,101720.0,0.0
19960329,5.0,9.3,193.0,8.8,5.1,-0.1,0.0,101690.0,0.0
19960330,3.0,8.0,180.0,7.0,4.0,-0.7,0.0,101970.0,0.0
19960331,7.0,0.0,54.0,8.5,5.1,3.2,0.0,101780.0,0.0
19960401,4.0,7.4,176.0,9.1,4.3,0.1,0.0,101520.0,0.0
19960402,3.0,7.9,184.0,9.4,3.8,-1.5,0.0,102280.0,0.0
19960403,1.0,11.2,223.0,11.6,4.2,-1.0,0.0,103040.0,0.0
19960404,0.0,11.6,229.0,13.3,5.4,-0.9,0.0,103060.0,0.0
19960405,3.0,9.4,206.0,9.4,7.1,0.9,0.0,102250.0,0.0
19960406,8.0,0.1,63.0,11.1,6.0,2.5,0.0,101830.0,0.0
19960407,8.0,0.0,58.0,16.2,8.4,5.8,0.0,102200.0,0.0
19960408,5.0,4.9,154.0,15.6,9.4,2.5,0.0,102630.0,0.0
19960409,6.0,0.9,88.0,11.6,12.3,9.0,0.0,102520.0,0.0
19960410,7.0,0.1,66.0,16.1,9.6,7.5,0.7,101810.0,0.0
19960411,7.0,2.7,124.0,6.6,11.3,6.5,2.1,101720.0,0.0
19960412,8.0,0.0,61.0,10.7,6.1,5.6,11.5,101710.0,0.0
19960413,6.0,10.7,234.0,12.4,6.2,1.6,0.0,102010.0,0.0
19960414,7.0,0.1,68.0,17.1,7.6,2.8,0.0,102360.0,0.0
19960415,6.0,3.2,136.0,18.5,11.5,5.9,0.0,102440.0,0.0
19960416,7.0,2.2,120.0,16.4,13.6,8.6,0.0,101350.0,0.0
19960417,6.0,6.3,185.0,13.8,13.1,9.8,0.0,100860.0,0.0
19960418,6.0,0.3,78.0,15.3,10.4,7.0,0.4,101390.0,0.0
19960419,7.0,0.2,75.0,23.5,12.4,9.5,0.0,101470.0,0.0
19960420,7.0,6.4,190.0,22.2,16.4,9.4,0.0,100900.0,0.0
19960421,4.0,10.6,245.0,11.6,15.8,9.4,0.1,100450.0,0.0
19960422,6.0,0.0,67.0,13.5,9.8,8.0,8.0,100650.0,0.0
19960423,7.0,0.4,85.0,16.1,11.2,9.0,0.2,100400.0,0.0
19960424,4.0,9.3,233.0,16.4,11.6,7.2,0.0,101620.0,0.0
19960425,5.0,10.0,244.0,20.3,11.3,6.2,0.0,102470.0,0.0
19960426,5.0,5.4,182.0,20.7,13.4,6.5,0.0,102260.0,0.0
19960427,2.0,13.5,289.0,15.0,14.0,7.2,0.0,101750.0,0.0
19960428,6.0,4.7,173.0,13.2,12.4,9.7,0.0,101520.0,0.0
19960429,6.0,3.4,152.0,13.4,8.9,4.6,1.8,101050.0,0.0
19960430,6.0,4.6,173.0,13.9,9.0,4.5,0.2,100270.0,0.0
19960501,7.0,2.9,146.0,11.5,10.6,7.2,2.2,99850.0,0.0
19960502,8.0,0.7,99.0,12.4,9.0,6.5,0.0,100010.0,0.0
19960503,6.0,6.4,204.0,12.0,8.7,5.0,0.0,100670.0,0.0
19960504,3.0,10.0,255.0,12.4,6.6,1.2,0.0,101690.0,0.0
19960505,5.0,3.0,151.0,15.6,7.0,1.5,0.0,101910.0,0.0
19960506,3.0,13.1,296.0,15.2,9.1,2.6,0.0,101710.0,0.0
19960507,4.0,12.3,287.0,14.1,9.2,3.3,0.0,101870.0,0.0
19960508,1.0,14.1,310.0,13.5,8.2,2.4,0.0,102410.0,0.0
19960509,5.0,9.7,256.0,11.8,8.3,3.1,0.0,102500.0,0.0
19960510,4.0,6.6,213.0,12.6,8.0,4.3,0.1,101840.0,0.0
19960511,7.0,1.8,131.0,15.0,7.4,2.1,0.0,101720.0,0.0
19960512,5.0,8.5,242.0,17.9,10.7,6.4,0.0,102190.0,0.0
19960513,3.0,13.3,306.0,15.9,10.7,3.5,0.0,102560.0,0.0
19960514,4.0,7.6,231.0,16.9,10.6,5.2,0.0,102320.0,0.0
19960515,4.0,8.4,243.0,10.4,10.5,4.1,0.0,102080.0,0.0
19960516,6.0,1.2,119.0,9.6,6.7,3.0,3.3,101550.0,0.0
19960517,8.0,0.1,85.0,9.8,6.5,3.4,0.9,100850.0,0.0
19960518,8.0,0.0,78.0,13.4,7.1,4.4,6.0,100340.0,0.0
19960519,7.0,3.0,159.0,15.6,9.4,5.4,0.0,99940.0,0.0
19960520,4.0,9.8,266.0,17.0,10.4,5.3,0.5,101210.0,0.0
19960521,6.0,9.3,260.0,14.5,11.9,6.8,0.4,101750.0,0.0
19960522,8.0,0.0,80.0,17.2,11.8,9.2,3.6,101570.0,0.0
19960523,7.0,3.5,170.0,14.4,13.6,10.0,1.9,101310.0,0.0
19960524,8.0,0.0,80.0,18.5,12.8,11.3,4.5,100700.0,0.0
19960525,6.0,8.2,247.0,15.8,12.6,6.6,0.0,100860.0,0.0
19960526,7.0,0.2,93.0,16.5,11.4,7.0,2.2,101010.0,0.0
19960527,6.0,2.3,148.0,17.3,13.6,10.6,0.2,101290.0,0.0
19960528,6.0,2.0,142.0,21.1,10.9,4.5,0.0,102410.0,0.0
19960529,7.0,0.4,101.0,26.1,16.7,12.3,0.0,101980.0,0.0
19960530,7.0,11.6,297.0,20.5,19.4,12.8,0.0,101380.0,0.0
19960531,6.0,12.6,310.0,18.7,16.7,12.9,0.0,101640.0,0.0
19960601,5.0,10.2,279.0,19.4,14.0,9.4,0.2,101890.0,0.0
19960602,6.0,7.4,240.0,20.5,13.4,7.3,0.0,101910.0,0.0
19960603,4.0,9.0,263.0,23.1,14.0,7.6,0.0,102080.0,0.0
19960604,3.0,13.7,325.0,27.7,17.8,12.5,0.0,102560.0,0.0
19960605,4.0,14.5,335.0,30.6,19.4,11.0,0.0,102370.0,0.0
19960606,4.0,14.5,335.0,31.8,22.5,14.4,0.0,101790.0,0.0
19960607,3.0,14.2,332.0,21.1,25.5,19.2,9.9,101410.0,0.0
19960608,7.0,4.2,190.0,23.0,17.8,14.4,0.0,101800.0,0.0
19960609,2.0,14.9,341.0,24.1,16.8,10.7,0.0,102060.0,0.0
19960610,5.0,6.7,231.0,22.8,17.6,11.2,0.0,102010.0,0.0
19960611,7.0,1.4,132.0,21.2,17.7,12.6,0.0,102120.0,0.0
19960612,3.0,13.7,327.0,22.1,16.8,12.3,0.0,102910.0,0.0
19960613,1.0,15.5,349.0,22.5,15.5,8.9,0.0,103530.0,0.0
19960614,3.0,15.4,348.0,23.9,16.4,10.3,0.0,103400.0,0.0
19960615,3.0,15.7,352.0,26.4,16.4,9.0,0.0,103030.0,0.0
19960616,2.0,15.3,347.0,28.5,17.9,9.4,0.0,102620.0,0.0
19960617,6.0,14.6,339.0,22.4,20.8,13.0,0.0,101920.0,0.0
19960618,5.0,12.1,308.0,22.7,17.2,12.0,0.0,101640.0,0.0
19960619,6.0,11.4,299.0,15.5,16.8,11.0,0.0,101380.0,0.0
19960620,8.0,0.0,81.0,17.4,12.8,10.2,0.0,100990.0,0.0
19960621,7.0,6.9,235.0,17.0,13.6,9.8,0.0,101190.0,0.0
19960622,5.0,4.9,203.0,21.7,12.8,8.5,0.0,101930.0,0.0
19960623,3.0,11.6,301.0,22.1,14.7,7.7,0.0,102600.0,0.0
19960624,6.0,7.4,242.0,25.7,16.2,10.2,0.0,102840.0,0.0
19960625,6.0,10.0,279.0,26.0,18.8,11.8,0.0,102500.0,0.0
19960626,6.0,9.2,268.0,24.1,18.9,11.8,0.0,102170.0,0.0
19960627,7.0,1.8,142.0,19.7,20.1,16.1,0.2,102250.0,0.0
19960628,7.0,1.5,135.0,18.2,16.6,13.5,1.7,101620.0,0.0
19960629,6.0,1.4,132.0,22.6,14.6,10.9,0.0,101510.0,0.0
19960630,7.0,3.6,179.0,16.8,16.6,10.7,0.0,101240.0,0.0
19960701,6.0,5.2,207.0,20.9,14.4,12.1,0.6,100550.0,0.0
19960702,6.0,4.0,186.0,19.0,15.4,9.9,0.2,100810.0,0.0
19960703,7.0,1.3,129.0,20.4,15.4,11.8,0.8,100310.0,0.0
19960704,5.0,7.4,240.0,20.8,15.8,11.2,0.3,100390.0,0.0
19960705,6.0,2.5,156.0,18.8,15.6,10.3,17.0,100690.0,0.0
19960706,6.0,5.4,209.0,20.3,14.9,11.0,2.5,100840.0,0.0
19960707,5.0,7.8,245.0,19.9,15.5,10.7,0.0,101010.0,0.0
19960708,5.0,7.7,243.0,20.8,15.0,10.1,0.0,101970.0,0.0
19960709,7.0,0.8,114.0,26.6,16.3,11.8,0.2,102310.0,0.0
19960710,4.0,10.5,281.0,25.2,19.6,12.7,0.0,102430.0,0.0
19960711,5.0,4.9,198.0,24.1,20.0,14.7,0.0,102160.0,0.0
19960712,7.0,2.3,150.0,25.6,19.4,14.8,0.0,101860.0,0.0
19960713,4.0,10.7,282.0,25.2,20.4,15.3,0.0,101920.0,0.0
19960714,6.0,2.2,147.0,25.4,20.9,16.6,0.0,102520.0,0.0
19960715,3.0,13.1,311.0,22.6,19.0,12.5,0.0,103000.0,0.0
19960716,3.0,12.7,306.0,24.8,16.7,10.8,0.0,103270.0,0.0
19960717,2.0,13.9,320.0,27.4,17.3,9.8,0.0,102960.0,0.0
19960718,2.0,15.1,333.0,26.5,18.9,10.4,0.0,102690.0,0.0
19960719,6.0,12.1,296.0,28.6,19.6,12.7,0.0,102640.0,0.0
19960720,2.0,13.8,316.0,30.7,20.6,12.7,0.0,102430.0,0.0
19960721,3.0,14.5,323.0,31.6,22.7,14.7,0.0,102110.0,0.0
19960722,2.0,14.4,321.0,28.0,23.8,16.0,1.8,101600.0,0.0
19960723,6.0,5.5,202.0,21.7,22.8,17.7,0.0,100910.0,0.0
19960724,6.0,4.2,180.0,25.4,18.6,15.6,0.3,101590.0,0.0
19960725,2.0,14.4,319.0,28.9,18.6,11.7,0.0,102300.0,0.0
19960726,5.0,8.2,240.0,23.7,21.6,14.4,1.1,102140.0,0.0
19960727,7.0,2.4,145.0,23.7,19.4,15.0,0.0,101960.0,0.0
19960728,7.0,0.6,101.0,25.3,19.7,15.7,1.1,101710.0,0.0
19960729,6.0,7.2,223.0,24.6,20.8,16.4,0.0,101370.0,0.0
19960730,7.0,0.7,103.0,25.8,20.0,15.5,2.9,101520.0,0.0
19960731,5.0,8.2,235.0,23.5,20.5,15.2,0.0,101450.0,0.0
19960801,5.0,4.9,186.0,20.8,17.8,12.2,0.0,101560.0,0.0
19960802,5.0,2.4,141.0,24.0,15.7,10.6,0.0,102280.0,0.0
19960803,3.0,12.8,290.0,25.5,18.2,12.5,0.0,102800.0,0.0
19960804,1.0,13.6,298.0,27.6,19.0,12.6,0.0,102310.0,0.0
19960805,4.0,12.7,286.0,22.3,20.9,14.2,0.0,101300.0,0.0
19960806,7.0,5.9,197.0,22.7,19.8,17.4,1.0,100740.0,0.0
19960807,6.0,4.0,166.0,23.5,18.2,13.7,0.0,101460.0,0.0
19960808,7.0,7.8,222.0,21.7,17.8,12.0,0.5,101480.0,0.0
19960809,7.0,0.6,95.0,23.1,18.2,14.7,4.8,101070.0,0.0
19960810,6.0,8.7,232.0,22.6,19.4,15.7,4.9,100440.0,0.0
19960811,7.0,5.8,191.0,20.7,18.4,14.1,7.8,100360.0,0.0
19960812,7.0,1.9,124.0,23.4,17.2,13.6,8.0,101160.0,0.0
19960813,7.0,9.0,232.0,21.6,18.7,14.0,0.0,101570.0,0.0
19960814,7.0,0.8,97.0,21.1,18.8,16.0,0.0,101950.0,0.0
19960815,6.0,5.0,175.0,26.6,18.0,15.0,0.0,102190.0,0.0
19960816,3.0,11.0,252.0,28.0,20.7,14.8,0.0,102140.0,0.0
19960817,3.0,10.1,240.0,30.6,20.9,13.8,0.0,102130.0,0.0
19960818,1.0,13.0,272.0,31.4,23.0,15.4,0.0,101900.0,0.0
19960819,1.0,12.2,261.0,24.8,24.0,16.5,0.0,101430.0,0.0
19960820,5.0,2.4,127.0,25.0,20.9,17.0,0.1,101040.0,0.0
19960821,3.0,12.9,266.0,23.0,19.0,13.0,0.0,101150.0,0.0
19960822,5.0,11.4,247.0,22.0,17.5,12.0,10.6,101150.0,0.0
19960823,6.0,6.2,183.0,21.4,18.2,14.4,1.4,100430.0,0.0
19960824,6.0,5.1,166.0,20.9,17.6,13.9,5.2,100390.0,0.0
19960825,7.0,6.8,188.0,21.1,17.2,13.6,0.4,100800.0,0.0
19960826,5.0,8.1,203.0,21.1,16.0,11.0,0.5,101270.0,0.0
19960827,4.0,9.1,213.0,21.2,15.6,10.0,0.0,101580.0,0.0
19960828,5.0,5.6,168.0,17.9,15.8,10.4,0.6,101770.0,0.0
19960829,8.0,0.0,58.0,18.0,15.4,12.9,0.0,101380.0,0.0
19960830,6.0,3.5,136.0,19.1,14.6,11.3,0.0,102010.0,0.0
19960831,6.0,4.3,147.0,21.5,13.7,8.3,0.0,102710.0,0.0
19960901,7.0,10.4,211.0,22.6,15.5,9.5,0.0,102860.0,0.0
19960902,8.0,0.9,83.0,21.6,18.6,14.6,5.2,102680.0,0.0
19960903,6.0,4.2,136.0,19.2,18.3,15.0,0.0,102510.0,0.0
19960904,7.0,2.1,104.0,23.4,16.8,14.5,0.0,102450.0,0.0
19960905,4.0,9.3,193.0,21.9,18.6,13.8,0.0,102270.0,0.0
19960906,2.0,11.5,214.0,20.7,16.0,10.2,0.0,102310.0,0.0
19960907,7.0,3.7,125.0,20.6,16.0,11.4,0.0,102570.0,0.0
19960908,6.0,2.7,110.0,19.5,16.8,13.0,0.3,102750.0,0.0
19960909,5.0,4.1,128.0,17.6,15.8,12.2,0.0,102700.0,0.0
19960910,7.0,0.3,63.0,20.0,14.6,11.7,0.0,102430.0,0.0
19960911,6.0,3.0,111.0,18.1,14.4,8.9,0.0,101860.0,0.0
19960912,6.0,6.1,148.0,18.6,15.2,12.2,0.0,101280.0,0.0
19960913,2.0,10.0,187.0,19.6,13.2,7.8,0.0,101840.0,0.0
19960914,3.0,10.7,191.0,23.0,12.8,6.1,0.0,102430.0,0.0
19960915,1.0,11.3,195.0,22.6,15.0,6.9,0.0,102470.0,0.0
19960916,1.0,11.0,190.0,19.7,16.0,9.5,0.0,102270.0,0.0
19960917,1.0,10.6,185.0,16.6,15.2,10.6,0.0,101790.0,0.0
19960918,5.0,1.5,81.0,14.3,13.0,9.5,4.1,101540.0,0.0
19960919,7.0,0.4,59.0,15.0,11.9,9.5,1.5,101050.0,0.0
19960920,8.0,0.0,44.0,17.1,12.1,9.2,0.0,100670.0,0.0
19960921,5.0,4.4,116.0,16.0,14.6,12.0,0.0,100950.0,0.0
19960922,7.0,0.0,43.0,15.5,12.9,9.8,0.0,101300.0,0.0
19960923,7.0,0.4,56.0,18.9,12.8,10.1,0.0,101130.0,0.0
19960924,5.0,6.7,136.0,19.6,11.8,4.7,0.0,101070.0,0.0
19960925,7.0,3.3,99.0,17.9,14.3,9.0,0.0,100850.0,0.0
19960926,7.0,2.0,81.0,21.2,14.0,10.0,0.0,101070.0,0.0
19960927,3.0,5.6,121.0,20.5,16.7,12.2,0.3,101070.0,0.0
19960928,7.0,5.7,121.0,18.9,15.4,10.4,0.5,101970.0,0.0
19960929,8.0,0.0,39.0,15.6,16.2,13.6,3.1,101200.0,0.0
19960930,7.0,0.1,43.0,17.1,14.2,12.8,7.0,101030.0,0.0
19961001,5.0,8.2,139.0,18.4,12.4,7.8,0.0,100830.0,0.0
19961002,2.0,9.7,149.0,16.5,11.9,5.4,0.0,101810.0,0.0
19961003,7.0,0.1,41.0,16.2,13.2,9.8,1.1,101990.0,0.0
19961004,3.0,8.1,133.0,14.9,12.1,8.0,2.6,101480.0,0.0
19961005,3.0,8.3,133.0,13.4,10.8,6.6,0.5,101800.0,0.0
19961006,7.0,0.0,35.0,16.5,9.6,5.8,0.4,102340.0,0.0
19961007,7.0,0.2,42.0,18.0,13.0,9.4,0.0,102120.0,0.0
19961008,8.0,0.4,45.0,16.1,15.2,12.3,8.8,102090.0,0.0
19961009,7.0,4.7,96.0,15.4,12.8,9.5,0.0,102150.0,0.0
19961010,6.0,8.9,129.0,16.2,12.6,9.8,0.0,102570.0,0.0
19961011,7.0,2.8,75.0,17.5,10.8,5.4,0.0,101920.0,0.0
19961012,5.0,4.7,92.0,19.6,13.4,9.2,0.0,100930.0,0.0
19961013,3.0,8.5,121.0,20.4,15.6,11.6,0.0,100350.0,0.0
19961014,6.0,3.6,80.0,16.0,15.7,11.0,1.2,100200.0,0.0
19961015,3.0,8.2,116.0,15.4,13.3,10.6,0.1,100460.0,0.0
19961016,3.0,7.3,107.0,15.1,11.6,7.7,0.1,100640.0,0.0
19961017,3.0,9.1,119.0,16.6,10.6,6.0,3.6,100810.0,0.0
19961018,5.0,2.0,60.0,16.7,11.2,5.8,1.6,100490.0,0.0
19961019,4.0,5.9,93.0,17.0,12.0,7.4,0.1,101640.0,0.0
19961020,8.0,0.0,28.0,16.4,14.2,11.3,2.7,101730.0,0.0
19961021,5.0,6.0,91.0,18.0,14.2,11.9,0.0,102100.0,0.0
19961022,6.0,3.1,66.0,20.5,14.0,10.0,0.0,102360.0,0.0
19961023,2.0,8.8,107.0,19.4,14.6,8.6,0.0,102030.0,0.0
19961024,7.0,2.9,63.0,17.9,14.2,9.0,0.0,101650.0,0.0
19961025,5.0,4.1,72.0,15.9,15.2,12.6,2.8,101440.0,0.0
19961026,4.0,5.3,80.0,17.0,12.2,8.4,4.4,101900.0,0.0
19961027,8.0,0.0,25.0,17.0,13.8,10.7,2.2,101050.0,0.0
19961028,6.0,4.5,72.0,12.2,14.8,12.5,0.9,99670.0,0.0
19961029,5.0,6.9,87.0,11.8,11.2,10.1,0.0,101030.0,0.0
19961030,7.0,0.0,23.0,15.5,7.4,2.9,2.0,102590.0,0.0
19961031,8.0,0.0,23.0,17.0,11.5,7.5,0.3,101470.0,0.0
19961101,5.0,5.3,73.0,18.1,12.2,7.4,0.0,102190.0,0.0
19961102,7.0,0.2,27.0,17.6,14.3,10.5,3.1,102070.0,0.0
19961103,7.0,0.7,34.0,16.0,16.0,14.3,19.1,101510.0,0.0
19961104,5.0,2.9,53.0,15.3,14.0,12.0,0.0,99910.0,0.0
19961105,4.0,7.1,79.0,14.7,12.2,9.1,0.6,100660.0,0.0
19961106,4.0,6.6,75.0,12.1,12.0,9.4,0.5,100320.0,0.0
19961107,5.0,5.3,67.0,11.4,10.2,8.3,0.1,100790.0,0.0
19961108,2.0,6.1,70.0,12.1,6.3,1.2,0.0,102250.0,0.0
19961109,4.0,4.5,60.0,6.9,7.9,3.7,15.6,102360.0,0.0
