"order_number","date","warehouse","client_type","product_line","quantity","unit_price","total","payment","payment_fee"
"C176","2021-07-04T00:00:00.000Z","Central","Retail","Frame & body",3,40.49,121.48,"Credit card",0.03
"C177","2021-07-04T00:00:00.000Z","Central","Retail","Frame & body",9,42.51,382.6,"Credit card",0.03
"C178","2021-07-04T00:00:00.000Z","Central","Retail","Miscellaneous",5,21.19,105.97,"Credit card",0.03
"C179","2021-07-04T00:00:00.000Z","Central","Retail","Miscellaneous",5,20.09,100.43,"Credit card",0.03
"C180","2021-07-05T00:00:00.000Z","Central","Retail","Miscellaneous",1,24.63,24.63,"Cash",0
"C181","2021-07-05T00:00:00.000Z","Central","Retail","Suspension & traction",9,37.95,341.52,"Credit card",0.03
"C182","2021-07-05T00:00:00.000Z","Central","Retail","Breaking system",4,12.22,48.89,"Credit card",0.03
"C183","2021-07-05T00:00:00.000Z","Central","Retail","Breaking system",2,20.34,40.68,"Credit card",0.03
"C184","2021-07-06T00:00:00.000Z","Central","Retail","Breaking system",2,19.89,39.78,"Cash",0
"C185","2021-07-06T00:00:00.000Z","Central","Retail","Frame & body",2,36.08,72.16,"Credit card",0.03
"C186","2021-07-06T00:00:00.000Z","Central","Retail","Miscellaneous",6,21.21,127.27,"Credit card",0.03
"C187","2021-07-06T00:00:00.000Z","Central","Wholesale","Breaking system",36,15.47,556.92,"Transfer",0.01
"C188","2021-07-06T00:00:00.000Z","Central","Retail","Engine",9,59.71,537.36,"Credit card",0.03
"C189","2021-07-07T00:00:00.000Z","Central","Wholesale","Suspension & traction",24,33.41,801.8,"Transfer",0.01
"C190","2021-07-07T00:00:00.000Z","Central","Retail","Electrical system",8,21.42,171.33,"Credit card",0.03
"C191","2021-07-07T00:00:00.000Z","Central","Wholesale","Breaking system",16,10.75,171.95,"Transfer",0.01
"C192","2021-07-07T00:00:00.000Z","Central","Retail","Miscellaneous",9,16.67,150.01,"Credit card",0.03
"C193","2021-07-07T00:00:00.000Z","Central","Retail","Breaking system",4,24.5,97.99,"Credit card",0.03
"C194","2021-07-07T00:00:00.000Z","Central","Wholesale","Electrical system",40,20.98,839.33,"Transfer",0.01
"C195","2021-07-07T00:00:00.000Z","Central","Retail","Electrical system",10,20.49,204.92,"Cash",0
"C196","2021-07-07T00:00:00.000Z","Central","Retail","Suspension & traction",5,30.97,154.84,"Credit card",0.03
"C197","2021-07-07T00:00:00.000Z","Central","Retail","Breaking system",4,24.9,99.61,"Credit card",0.03
"C198","2021-07-08T00:00:00.000Z","Central","Retail","Electrical system",6,24.34,146.02,"Credit card",0.03
"C199","2021-07-08T00:00:00.000Z","Central","Retail","Breaking system",6,15.58,93.46,"Credit card",0.03
"C200","2021-07-08T00:00:00.000Z","Central","Retail","Miscellaneous",6,16.08,96.48,"Credit card",0.03
"C201","2021-07-08T00:00:00.000Z","Central","Retail","Electrical system",8,26.32,210.55,"Credit card",0.03
"C202","2021-07-08T00:00:00.000Z","Central","Retail","Breaking system",5,18.95,94.76,"Credit card",0.03
"C203","2021-07-08T00:00:00.000Z","Central","Retail","Engine",10,59.82,598.25,"Cash",0
"C204","2021-07-08T00:00:00.000Z","Central","Wholesale","Electrical system",16,27.66,442.51,"Transfer",0.01
"C205","2021-07-08T00:00:00.000Z","Central","Retail","Frame & body",1,35.03,35.03,"Credit card",0.03
"C206","2021-07-08T00:00:00.000Z","Central","Retail","Breaking system",2,22.69,45.38,"Credit card",0.03
"C207","2021-07-08T00:00:00.000Z","Central","Retail","Miscellaneous",10,22.39,223.93,"Cash",0
"C208","2021-07-08T00:00:00.000Z","Central","Retail","Suspension & traction",7,27.78,194.45,"Credit card",0.03
"C209","2021-07-08T00:00:00.000Z","Central","Retail","Suspension & traction",9,28.67,258.03,"Credit card",0.03
"C210","2021-07-08T00:00:00.000Z","Central","Retail","Breaking system",8,18.4,147.21,"Credit card",0.03
"C211","2021-07-08T00:00:00.000Z","Central","Retail","Electrical system",10,29.9,298.98,"Credit card",0.03
"C212","2021-07-09T00:00:00.000Z","Central","Retail","Suspension & traction",6,27.73,166.37,"Credit card",0.03
"C213","2021-07-09T00:00:00.000Z","Central","Retail","Suspension & traction",4,30.29,121.17,"Cash",0
"C214","2021-07-09T00:00:00.000Z","Central","Retail","Electrical system",7,22.86,160.01,"Credit card",0.03
"C215","2021-07-09T00:00:00.000Z","Central","Retail","Frame & body",9,48.38,435.42,"Credit card",0.03
"C216","2021-07-09T00:00:00.000Z","Central","Retail","Breaking system",1,13.92,13.92,"Cash",0
"C217","2021-07-09T00:00:00.000Z","Central","Retail","Suspension & traction",4,32.74,130.98,"Cash",0
"C218","2021-07-09T00:00:00.000Z","Central","Retail","Frame & body",6,44.85,269.12,"Credit card",0.03
"C219","2021-07-10T00:00:00.000Z","Central","Retail","Breaking system",3,17.88,53.64,"Credit card",0.03
"C220","2021-07-10T00:00:00.000Z","Central","Retail","Breaking system",1,11.93,11.93,"Credit card",0.03
"C221","2021-07-10T00:00:00.000Z","Central","Retail","Miscellaneous",3,16.85,50.54,"Credit card",0.03
"C222","2021-07-10T00:00:00.000Z","Central","Retail","Suspension & traction",6,27.66,165.95,"Credit card",0.03
"C223","2021-07-10T00:00:00.000Z","Central","Wholesale","Suspension & traction",24,35.98,863.64,"Transfer",0.01
"C224","2021-07-10T00:00:00.000Z","Central","Wholesale","Electrical system",12,30.23,362.8,"Transfer",0.01
"C225","2021-07-10T00:00:00.000Z","Central","Retail","Suspension & traction",4,32.66,130.65,"Credit card",0.03
"C226","2021-07-11T00:00:00.000Z","Central","Retail","Electrical system",6,19.82,118.93,"Credit card",0.03
"C227","2021-07-11T00:00:00.000Z","Central","Wholesale","Electrical system",12,24.68,296.18,"Transfer",0.01
"C228","2021-07-11T00:00:00.000Z","Central","Retail","Frame & body",4,39.14,156.56,"Cash",0
"C229","2021-07-11T00:00:00.000Z","Central","Retail","Electrical system",10,29.69,296.88,"Credit card",0.03
"C230","2021-07-11T00:00:00.000Z","Central","Wholesale","Suspension & traction",28,31.15,872.25,"Transfer",0.01
"C231","2021-07-12T00:00:00.000Z","Central","Retail","Engine",9,64.02,576.14,"Credit card",0.03
"C232","2021-07-12T00:00:00.000Z","Central","Retail","Suspension & traction",3,37.84,113.52,"Cash",0
"C233","2021-07-12T00:00:00.000Z","Central","Wholesale","Miscellaneous",40,26.2,1048,"Transfer",0.01
"C234","2021-07-13T00:00:00.000Z","Central","Retail","Breaking system",8,24.14,193.16,"Credit card",0.03
"C235","2021-07-13T00:00:00.000Z","Central","Retail","Electrical system",1,23.25,23.25,"Credit card",0.03
"C236","2021-07-13T00:00:00.000Z","Central","Retail","Miscellaneous",10,27.85,278.5,"Credit card",0.03
"C237","2021-07-13T00:00:00.000Z","Central","Wholesale","Suspension & traction",40,35.06,1402.53,"Transfer",0.01
"C238","2021-07-14T00:00:00.000Z","Central","Retail","Frame & body",4,36.7,146.79,"Credit card",0.03
"C239","2021-07-14T00:00:00.000Z","Central","Retail","Breaking system",7,12.08,84.6,"Credit card",0.03
"C240","2021-07-14T00:00:00.000Z","Central","Wholesale","Miscellaneous",8,15.81,126.49,"Transfer",0.01
"C241","2021-07-14T00:00:00.000Z","Central","Retail","Frame & body",6,35.62,213.69,"Credit card",0.03
"C242","2021-07-14T00:00:00.000Z","Central","Retail","Breaking system",5,13.26,66.3,"Credit card",0.03
"C243","2021-07-15T00:00:00.000Z","Central","Wholesale","Frame & body",28,43.35,1213.71,"Transfer",0.01
"C244","2021-07-15T00:00:00.000Z","Central","Wholesale","Miscellaneous",40,17.94,717.73,"Transfer",0.01
"C245","2021-07-15T00:00:00.000Z","Central","Retail","Electrical system",4,29.29,117.16,"Credit card",0.03
"C246","2021-07-16T00:00:00.000Z","Central","Retail","Miscellaneous",9,26.23,236.1,"Credit card",0.03
"C247","2021-07-16T00:00:00.000Z","Central","Wholesale","Breaking system",40,24.88,995.33,"Transfer",0.01
"C248","2021-07-16T00:00:00.000Z","Central","Retail","Suspension & traction",9,39.71,357.38,"Credit card",0.03
"C249","2021-07-16T00:00:00.000Z","Central","Wholesale","Frame & body",4,48.05,192.21,"Transfer",0.01
"C250","2021-07-16T00:00:00.000Z","Central","Retail","Engine",6,59.6,357.59,"Credit card",0.03
"C251","2021-07-16T00:00:00.000Z","Central","Wholesale","Electrical system",28,29.48,825.53,"Transfer",0.01
"C252","2021-07-16T00:00:00.000Z","Central","Retail","Breaking system",7,20.47,143.31,"Credit card",0.03
"C253","2021-07-16T00:00:00.000Z","Central","Retail","Suspension & traction",5,27.96,139.81,"Credit card",0.03
"C254","2021-07-17T00:00:00.000Z","Central","Retail","Suspension & traction",5,27.01,135.04,"Credit card",0.03
"C255","2021-07-17T00:00:00.000Z","Central","Retail","Breaking system",4,18.36,73.45,"Credit card",0.03
"C256","2021-07-17T00:00:00.000Z","Central","Retail","Frame & body",10,41.98,419.85,"Credit card",0.03
"C257","2021-07-17T00:00:00.000Z","Central","Retail","Breaking system",1,23.56,23.56,"Credit card",0.03
"C258","2021-07-17T00:00:00.000Z","Central","Retail","Breaking system",9,14.42,129.76,"Credit card",0.03
"C259","2021-07-18T00:00:00.000Z","Central","Retail","Suspension & traction",5,26.97,134.84,"Credit card",0.03
"C260","2021-07-18T00:00:00.000Z","Central","Retail","Electrical system",6,31.24,187.45,"Credit card",0.03
"C261","2021-07-18T00:00:00.000Z","Central","Retail","Frame & body",9,41.11,369.99,"Credit card",0.03
"C262","2021-07-18T00:00:00.000Z","Central","Retail","Electrical system",8,22.62,180.99,"Credit card",0.03
"C263","2021-07-19T00:00:00.000Z","Central","Retail","Electrical system",2,19.13,38.25,"Credit card",0.03
"C264","2021-07-19T00:00:00.000Z","Central","Wholesale","Electrical system",4,26.82,107.3,"Transfer",0.01
"C265","2021-07-19T00:00:00.000Z","Central","Wholesale","Electrical system",16,24.01,384.19,"Transfer",0.01
"C266","2021-07-20T00:00:00.000Z","Central","Retail","Frame & body",7,44.01,308.09,"Credit card",0.03
"C267","2021-07-20T00:00:00.000Z","Central","Retail","Suspension & traction",8,36.98,295.85,"Cash",0
"C268","2021-07-20T00:00:00.000Z","Central","Retail","Suspension & traction",9,37.94,341.44,"Credit card",0.03
"C269","2021-07-20T00:00:00.000Z","Central","Retail","Breaking system",4,15.21,60.83,"Credit card",0.03
"C270","2021-07-21T00:00:00.000Z","Central","Retail","Engine",5,61.11,305.57,"Credit card",0.03
"C271","2021-07-21T00:00:00.000Z","Central","Retail","Miscellaneous",4,23.38,93.53,"Cash",0
"C272","2021-07-21T00:00:00.000Z","Central","Wholesale","Frame & body",40,38.66,1546.6,"Transfer",0.01
"C273","2021-07-21T00:00:00.000Z","Central","Retail","Miscellaneous",3,22.96,68.87,"Credit card",0.03
"C274","2021-07-21T00:00:00.000Z","Central","Retail","Miscellaneous",10,19.98,199.83,"Credit card",0.03
"C275","2021-07-21T00:00:00.000Z","Central","Wholesale","Breaking system",12,17.47,209.68,"Transfer",0.01
"C276","2021-07-22T00:00:00.000Z","Central","Retail","Breaking system",4,20.64,82.55,"Credit card",0.03
"C277","2021-07-22T00:00:00.000Z","Central","Retail","Engine",3,56.65,169.96,"Credit card",0.03
"C278","2021-07-23T00:00:00.000Z","Central","Retail","Breaking system",5,14.96,74.79,"Credit card",0.03
"C279","2021-07-23T00:00:00.000Z","Central","Retail","Suspension & traction",3,36.49,109.48,"Credit card",0.03
"C280","2021-07-23T00:00:00.000Z","Central","Retail","Breaking system",9,17.39,156.46,"Credit card",0.03
"C281","2021-07-23T00:00:00.000Z","Central","Retail","Breaking system",1,16.24,16.24,"Cash",0
"C282","2021-07-23T00:00:00.000Z","Central","Retail","Miscellaneous",1,18.4,18.4,"Credit card",0.03
"C283","2021-07-23T00:00:00.000Z","Central","Retail","Breaking system",10,11.25,112.48,"Credit card",0.03
"C284","2021-07-23T00:00:00.000Z","Central","Wholesale","Suspension & traction",8,27.12,216.97,"Transfer",0.01
"C285","2021-07-24T00:00:00.000Z","Central","Retail","Electrical system",8,19.16,153.28,"Credit card",0.03
"C286","2021-07-24T00:00:00.000Z","Central","Retail","Electrical system",4,19.66,78.65,"Credit card",0.03
"C287","2021-07-24T00:00:00.000Z","Central","Retail","Miscellaneous",3,29.8,89.4,"Cash",0
"C288","2021-07-24T00:00:00.000Z","Central","Retail","Electrical system",9,29.26,263.38,"Credit card",0.03
"C289","2021-07-25T00:00:00.000Z","Central","Retail","Frame & body",6,42.99,257.95,"Credit card",0.03
"C290","2021-07-25T00:00:00.000Z","Central","Retail","Breaking system",2,22.3,44.59,"Credit card",0.03
"C291","2021-07-25T00:00:00.000Z","Central","Retail","Electrical system",10,20.79,207.9,"Credit card",0.03
"C292","2021-07-25T00:00:00.000Z","Central","Retail","Miscellaneous",8,17.74,141.91,"Cash",0
"C293","2021-07-25T00:00:00.000Z","Central","Retail","Suspension & traction",10,37.26,372.6,"Credit card",0.03
"C294","2021-07-25T00:00:00.000Z","Central","Retail","Suspension & traction",6,34.29,205.73,"Credit card",0.03
"C295","2021-07-26T00:00:00.000Z","Central","Retail","Breaking system",5,24.02,120.11,"Credit card",0.03
"C296","2021-07-26T00:00:00.000Z","Central","Retail","Miscellaneous",4,23.81,95.23,"Credit card",0.03
"C297","2021-07-26T00:00:00.000Z","Central","Retail","Suspension & traction",1,31.62,31.62,"Credit card",0.03
"C298","2021-07-26T00:00:00.000Z","Central","Retail","Suspension & traction",5,38.67,193.37,"Credit card",0.03
"C299","2021-07-26T00:00:00.000Z","Central","Retail","Suspension & traction",10,33.8,337.98,"Credit card",0.03
"C300","2021-07-26T00:00:00.000Z","Central","Retail","Frame & body",1,48.08,48.08,"Cash",0
"C301","2021-07-26T00:00:00.000Z","Central","Wholesale","Engine",32,57.1,1827.04,"Transfer",0.01
"C302","2021-07-26T00:00:00.000Z","Central","Retail","Miscellaneous",1,21.44,21.44,"Cash",0
"C303","2021-07-26T00:00:00.000Z","Central","Retail","Electrical system",4,27.1,108.38,"Credit card",0.03
"C304","2021-07-27T00:00:00.000Z","Central","Retail","Frame & body",1,42.41,42.41,"Credit card",0.03
"C305","2021-07-27T00:00:00.000Z","Central","Retail","Engine",6,66.62,399.71,"Credit card",0.03
"C306","2021-07-27T00:00:00.000Z","Central","Wholesale","Suspension & traction",24,40.12,962.8,"Transfer",0.01
"C307","2021-07-27T00:00:00.000Z","Central","Retail","Breaking system",2,24.98,49.96,"Credit card",0.03
"C308","2021-07-27T00:00:00.000Z","Central","Retail","Frame & body",4,49.26,197.03,"Credit card",0.03
"C309","2021-07-27T00:00:00.000Z","Central","Wholesale","Miscellaneous",24,17.77,426.4,"Transfer",0.01
"C310","2021-07-28T00:00:00.000Z","Central","Retail","Frame & body",5,44.54,222.72,"Credit card",0.03
"C311","2021-07-28T00:00:00.000Z","Central","Retail","Engine",10,52.25,522.5,"Credit card",0.03
"C312","2021-07-28T00:00:00.000Z","Central","Retail","Electrical system",6,29.5,176.99,"Credit card",0.03
"C313","2021-07-28T00:00:00.000Z","Central","Retail","Breaking system",10,11.63,116.28,"Credit card",0.03
"C314","2021-07-28T00:00:00.000Z","Central","Retail","Breaking system",3,17.07,51.21,"Credit card",0.03
"C315","2021-07-28T00:00:00.000Z","Central","Wholesale","Electrical system",36,26.12,940.14,"Transfer",0.01
"C316","2021-07-29T00:00:00.000Z","Central","Retail","Breaking system",10,15.18,151.82,"Credit card",0.03
"C317","2021-07-29T00:00:00.000Z","Central","Retail","Suspension & traction",8,39.33,314.64,"Credit card",0.03
"C318","2021-07-29T00:00:00.000Z","Central","Retail","Electrical system",1,26.72,26.72,"Cash",0
"C319","2021-07-30T00:00:00.000Z","Central","Retail","Electrical system",3,19.14,57.41,"Credit card",0.03
"C320","2021-07-30T00:00:00.000Z","Central","Retail","Electrical system",2,28.25,56.5,"Credit card",0.03
"C321","2021-07-30T00:00:00.000Z","Central","Retail","Suspension & traction",3,29.58,88.75,"Credit card",0.03
"C322","2021-07-30T00:00:00.000Z","Central","Wholesale","Breaking system",28,21.88,612.78,"Transfer",0.01
"C323","2021-07-30T00:00:00.000Z","Central","Retail","Miscellaneous",1,22.29,22.29,"Cash",0
"C324","2021-07-30T00:00:00.000Z","Central","Retail","Breaking system",9,21.42,192.82,"Credit card",0.03
"C325","2021-07-31T00:00:00.000Z","Central","Retail","Suspension & traction",5,27.2,136.02,"Cash",0
"C326","2021-07-31T00:00:00.000Z","Central","Retail","Suspension & traction",10,41.23,412.3,"Credit card",0.03
"C327","2021-07-31T00:00:00.000Z","Central","Wholesale","Suspension & traction",36,29.5,1062,"Transfer",0.01
"C328","2021-07-31T00:00:00.000Z","Central","Retail","Suspension & traction",9,39.73,357.58,"Credit card",0.03
"C329","2021-07-31T00:00:00.000Z","Central","Retail","Engine",3,62.23,186.7,"Credit card",0.03
"C330","2021-07-31T00:00:00.000Z","Central","Retail","Frame & body",10,42.42,424.25,"Cash",0
"C331","2021-07-31T00:00:00.000Z","Central","Retail","Frame & body",2,37.55,75.1,"Credit card",0.03
"C332","2021-07-31T00:00:00.000Z","Central","Retail","Suspension & traction",9,41.62,374.6,"Credit card",0.03
"C333","2021-07-31T00:00:00.000Z","Central","Retail","Suspension & traction",2,31.38,62.76,"Credit card",0.03
"C334","2021-07-31T00:00:00.000Z","Central","Wholesale","Electrical system",12,21.04,252.52,"Transfer",0.01
"C335","2021-07-31T00:00:00.000Z","Central","Wholesale","Breaking system",20,23.75,474.97,"Transfer",0.01
"C336","2021-07-31T00:00:00.000Z","Central","Retail","Electrical system",7,30.93,216.53,"Credit card",0.03
"C337","2021-08-01T00:00:00.000Z","Central","Wholesale","Electrical system",40,30.33,1213.13,"Transfer",0.01
"C338","2021-08-01T00:00:00.000Z","Central","Retail","Suspension & traction",8,30.02,240.16,"Cash",0
"C339","2021-08-01T00:00:00.000Z","Central","Wholesale","Breaking system",40,20.51,820.33,"Transfer",0.01
"C340","2021-08-01T00:00:00.000Z","Central","Retail","Suspension & traction",8,40.75,325.99,"Credit card",0.03
"C341","2021-08-02T00:00:00.000Z","Central","Retail","Miscellaneous",8,29.78,238.27,"Credit card",0.03
"C342","2021-08-02T00:00:00.000Z","Central","Retail","Suspension & traction",9,28.21,253.86,"Credit card",0.03
"C343","2021-08-02T00:00:00.000Z","Central","Retail","Suspension & traction",1,30.04,30.04,"Credit card",0.03
"C344","2021-08-03T00:00:00.000Z","Central","Wholesale","Miscellaneous",40,26.38,1055.4,"Transfer",0.01
"C345","2021-08-03T00:00:00.000Z","Central","Retail","Electrical system",8,20.89,167.09,"Credit card",0.03
"C346","2021-08-03T00:00:00.000Z","Central","Retail","Suspension & traction",8,40.91,327.28,"Credit card",0.03
"C347","2021-08-03T00:00:00.000Z","Central","Wholesale","Miscellaneous",12,21.42,257.04,"Transfer",0.01
"C348","2021-08-03T00:00:00.000Z","Central","Wholesale","Miscellaneous",12,16.35,196.16,"Transfer",0.01
"C349","2021-08-03T00:00:00.000Z","Central","Retail","Breaking system",5,15.7,78.52,"Credit card",0.03
"C350","2021-08-03T00:00:00.000Z","Central","Wholesale","Engine",28,59.33,1661.19,"Transfer",0.01
"C351","2021-08-03T00:00:00.000Z","Central","Retail","Breaking system",5,11.99,59.95,"Credit card",0.03
"C352","2021-08-03T00:00:00.000Z","Central","Retail","Electrical system",3,31.33,93.99,"Credit card",0.03
"C353","2021-08-03T00:00:00.000Z","Central","Retail","Suspension & traction",6,38.78,232.7,"Credit card",0.03
"C354","2021-08-03T00:00:00.000Z","Central","Wholesale","Engine",28,60.88,1704.78,"Transfer",0.01
"C355","2021-08-03T00:00:00.000Z","Central","Retail","Frame & body",10,44.96,449.57,"Credit card",0.03
"C356","2021-08-03T00:00:00.000Z","Central","Wholesale","Electrical system",24,23.51,564.24,"Transfer",0.01
"C357","2021-08-04T00:00:00.000Z","Central","Retail","Frame & body",5,44.57,222.86,"Credit card",0.03
"C358","2021-08-04T00:00:00.000Z","Central","Retail","Miscellaneous",7,23.68,165.76,"Credit card",0.03
"C359","2021-08-04T00:00:00.000Z","Central","Retail","Suspension & traction",5,29.73,148.65,"Credit card",0.03
"C360","2021-08-04T00:00:00.000Z","Central","Wholesale","Frame & body",36,39.55,1423.92,"Transfer",0.01
"C361","2021-08-04T00:00:00.000Z","Central","Wholesale","Breaking system",8,16.65,133.23,"Transfer",0.01
"C362","2021-08-04T00:00:00.000Z","Central","Retail","Suspension & traction",8,36.98,295.81,"Credit card",0.03
"C363","2021-08-05T00:00:00.000Z","Central","Retail","Suspension & traction",2,27.69,55.39,"Cash",0
"C364","2021-08-05T00:00:00.000Z","Central","Retail","Suspension & traction",4,39.01,156.05,"Credit card",0.03
"C365","2021-08-05T00:00:00.000Z","Central","Retail","Suspension & traction",5,33.38,166.9,"Credit card",0.03
"C366","2021-08-05T00:00:00.000Z","Central","Retail","Suspension & traction",6,28.7,172.21,"Credit card",0.03
"C367","2021-08-05T00:00:00.000Z","Central","Retail","Breaking system",2,24.97,49.93,"Credit card",0.03
"C368","2021-08-05T00:00:00.000Z","Central","Retail","Breaking system",4,11.08,44.3,"Credit card",0.03
"C369","2021-08-06T00:00:00.000Z","Central","Retail","Electrical system",6,30.22,181.3,"Credit card",0.03
"C370","2021-08-06T00:00:00.000Z","Central","Retail","Breaking system",2,15.55,31.09,"Credit card",0.03
"C371","2021-08-06T00:00:00.000Z","Central","Retail","Miscellaneous",5,16.27,81.36,"Credit card",0.03
"C372","2021-08-06T00:00:00.000Z","Central","Retail","Miscellaneous",4,16.17,64.69,"Credit card",0.03
"C373","2021-08-06T00:00:00.000Z","Central","Retail","Breaking system",10,14.59,145.92,"Credit card",0.03
"C374","2021-08-07T00:00:00.000Z","Central","Retail","Frame & body",9,49.99,449.94,"Credit card",0.03
"C375","2021-08-07T00:00:00.000Z","Central","Retail","Electrical system",4,32.33,129.31,"Credit card",0.03
"C376","2021-08-07T00:00:00.000Z","Central","Wholesale","Breaking system",32,17.74,567.84,"Transfer",0.01
"C377","2021-08-07T00:00:00.000Z","Central","Retail","Breaking system",7,24.26,169.8,"Credit card",0.03
"C378","2021-08-07T00:00:00.000Z","Central","Wholesale","Suspension & traction",28,33.7,943.51,"Transfer",0.01
"C379","2021-08-07T00:00:00.000Z","Central","Retail","Suspension & traction",4,29.25,117.01,"Credit card",0.03
"C380","2021-08-07T00:00:00.000Z","Central","Retail","Breaking system",1,11.05,11.05,"Credit card",0.03
"C381","2021-08-08T00:00:00.000Z","Central","Wholesale","Engine",40,63.66,2546.33,"Transfer",0.01
"C382","2021-08-08T00:00:00.000Z","Central","Retail","Breaking system",3,17.89,53.67,"Credit card",0.03
"C383","2021-08-08T00:00:00.000Z","Central","Retail","Miscellaneous",7,16.37,114.59,"Credit card",0.03
"C384","2021-08-08T00:00:00.000Z","Central","Wholesale","Suspension & traction",36,30.96,1114.74,"Transfer",0.01
"C385","2021-08-08T00:00:00.000Z","Central","Retail","Suspension & traction",1,29.24,29.24,"Credit card",0.03
"C386","2021-08-09T00:00:00.000Z","Central","Retail","Miscellaneous",6,21.13,126.77,"Cash",0
"C387","2021-08-09T00:00:00.000Z","Central","Retail","Frame & body",7,39.09,273.65,"Credit card",0.03
"C388","2021-08-09T00:00:00.000Z","Central","Retail","Electrical system",5,22.42,112.08,"Credit card",0.03
"C389","2021-08-09T00:00:00.000Z","Central","Retail","Suspension & traction",2,31.72,63.43,"Credit card",0.03
"C390","2021-08-09T00:00:00.000Z","Central","Wholesale","Frame & body",28,38.27,1071.51,"Transfer",0.01
"C391","2021-08-10T00:00:00.000Z","Central","Retail","Suspension & traction",7,31.79,222.52,"Credit card",0.03
"C392","2021-08-10T00:00:00.000Z","Central","Wholesale","Engine",36,60.73,2186.16,"Transfer",0.01
"C393","2021-08-10T00:00:00.000Z","Central","Wholesale","Electrical system",12,18.43,221.18,"Transfer",0.01
"C394","2021-08-10T00:00:00.000Z","Central","Wholesale","Engine",4,56.5,226.01,"Transfer",0.01
"C395","2021-08-10T00:00:00.000Z","Central","Retail","Electrical system",4,23.58,94.33,"Credit card",0.03
"C396","2021-08-10T00:00:00.000Z","Central","Retail","Suspension & traction",4,32.7,130.81,"Credit card",0.03
"C397","2021-08-10T00:00:00.000Z","Central","Retail","Frame & body",4,49.62,198.49,"Credit card",0.03
"C398","2021-08-11T00:00:00.000Z","Central","Wholesale","Breaking system",16,14.72,235.47,"Transfer",0.01
"C399","2021-08-11T00:00:00.000Z","Central","Retail","Frame & body",2,45.48,90.96,"Credit card",0.03
"C400","2021-08-11T00:00:00.000Z","Central","Retail","Suspension & traction",8,35.65,285.21,"Cash",0
"C401","2021-08-11T00:00:00.000Z","Central","Retail","Breaking system",2,14.12,28.23,"Credit card",0.03
"C402","2021-08-11T00:00:00.000Z","Central","Retail","Engine",10,53.02,530.18,"Credit card",0.03
"C403","2021-08-12T00:00:00.000Z","Central","Retail","Frame & body",1,40.48,40.48,"Cash",0
"C404","2021-08-12T00:00:00.000Z","Central","Retail","Suspension & traction",4,30.91,123.65,"Credit card",0.03
"C405","2021-08-12T00:00:00.000Z","Central","Wholesale","Breaking system",28,17.45,488.74,"Transfer",0.01
"C406","2021-08-12T00:00:00.000Z","Central","Retail","Suspension & traction",6,36.68,220.11,"Credit card",0.03
"C407","2021-08-12T00:00:00.000Z","Central","Wholesale","Frame & body",24,39.2,940.88,"Transfer",0.01
"C408","2021-08-12T00:00:00.000Z","Central","Retail","Electrical system",9,25.22,226.98,"Credit card",0.03
"C409","2021-08-12T00:00:00.000Z","Central","Retail","Breaking system",10,18.27,182.68,"Credit card",0.03
"C410","2021-08-12T00:00:00.000Z","Central","Retail","Miscellaneous",8,22.2,177.61,"Credit card",0.03
"C411","2021-08-12T00:00:00.000Z","Central","Retail","Breaking system",4,12.05,48.21,"Credit card",0.03
"C412","2021-08-12T00:00:00.000Z","Central","Retail","Suspension & traction",9,28.6,257.37,"Credit card",0.03
"C413","2021-08-12T00:00:00.000Z","Central","Retail","Engine",10,63.76,637.63,"Credit card",0.03
"C414","2021-08-13T00:00:00.000Z","Central","Wholesale","Frame & body",32,48.42,1549.49,"Transfer",0.01
"C415","2021-08-13T00:00:00.000Z","Central","Retail","Electrical system",4,26.25,104.99,"Credit card",0.03
"C416","2021-08-13T00:00:00.000Z","Central","Retail","Electrical system",1,32.13,32.13,"Cash",0
"C417","2021-08-13T00:00:00.000Z","Central","Retail","Suspension & traction",8,35.88,287.01,"Credit card",0.03
"C418","2021-08-13T00:00:00.000Z","Central","Wholesale","Frame & body",12,49.47,593.6,"Transfer",0.01
"C419","2021-08-13T00:00:00.000Z","Central","Retail","Breaking system",2,12.86,25.73,"Credit card",0.03
"C420","2021-08-13T00:00:00.000Z","Central","Retail","Suspension & traction",9,27.26,245.38,"Credit card",0.03
"C421","2021-08-13T00:00:00.000Z","Central","Retail","Engine",8,51.79,414.33,"Credit card",0.03
"C422","2021-08-13T00:00:00.000Z","Central","Retail","Suspension & traction",2,30.53,61.07,"Credit card",0.03
"C423","2021-08-14T00:00:00.000Z","Central","Retail","Frame & body",10,39.06,390.62,"Credit card",0.03
"C424","2021-08-14T00:00:00.000Z","Central","Retail","Miscellaneous",9,27.97,251.7,"Credit card",0.03
"C425","2021-08-14T00:00:00.000Z","Central","Retail","Frame & body",1,45.83,45.83,"Credit card",0.03
"C426","2021-08-14T00:00:00.000Z","Central","Retail","Suspension & traction",4,40.94,163.76,"Credit card",0.03
"C427","2021-08-15T00:00:00.000Z","Central","Retail","Frame & body",6,42.42,254.51,"Credit card",0.03
"C428","2021-08-15T00:00:00.000Z","Central","Wholesale","Breaking system",40,14.2,567.93,"Transfer",0.01
"C429","2021-08-15T00:00:00.000Z","Central","Retail","Suspension & traction",9,26.88,241.92,"Credit card",0.03
